acc_a	acc_b	class	genus_a	genus_b	n_bbh	aai	prot_dist
GCA_001643235.1	GCA_009901525.1	inter_genus	Domibacillus	Kordia	458	43.7271	
GCA_012932915.1	GCA_020966775.1	inter_genus	Antrihabitans	Rhodopirellula	431	43.7262	
GCA_006861795.1	GCA_009828095.1	inter_genus	Psychrobacillus	Pontixanthobacter	459	43.7244	
GCA_014212135.1	GCA_020966775.1	inter_genus	Cohnella	Rhodopirellula	558	43.7242	
GCA_000970675.1	GCA_012972675.1	inter_genus	Domibacillus	Pontixanthobacter	451	43.7226	
GCA_016481275.1	GCA_020734105.1	inter_genus	Antrihabitans	Alkalihalobacillus	613	43.7217	
GCA_034424525.1	GCA_042656585.1	inter_genus	Sphingobium	Thalassorhabdus	527	43.7214	
GCA_001005315.1	GCA_008973485.1	inter_genus	Kordia	Psychrobacillus	481	43.7183	
GCA_006861795.1	GCA_042650985.1	inter_genus	Psychrobacillus	Epilithonimonas	503	43.7175	
GCA_000970675.1	GCA_013328815.1	inter_genus	Domibacillus	Tabrizicola	555	43.7141	
GCA_003054265.1	GCA_014212135.1	inter_genus	Kordia	Cohnella	467	43.7137	
GCA_014212135.1	GCA_015999335.1	inter_genus	Cohnella	Tabrizicola	636	43.7124	
GCA_020734105.1	GCA_042650985.1	inter_genus	Alkalihalobacillus	Epilithonimonas	485	43.7095	
GCA_000154725.1	GCA_041537905.1	inter_genus	Kordia	Ruegeria	442	43.7090	
GCA_007754425.1	GCA_014212135.1	inter_genus	Gimesia	Cohnella	597	43.7080	
GCA_011008935.1	GCA_030814065.1	inter_genus	Tabrizicola	Mesobacillus	528	43.7053	
GCA_001906925.1	GCA_007748195.1	inter_genus	Domibacillus	Gimesia	514	43.7029	
GCA_008297975.1	GCA_030814065.1	inter_genus	Antrihabitans	Mesobacillus	578	43.7000	
GCA_009901525.1	GCA_028610675.1	inter_genus	Kordia	Alkalihalobacillus	495	43.6986	
GCA_001437435.1	GCA_043944905.1	inter_genus	Furfurilactobacillus	Antrihabitans	326	43.6969	
GCA_001643235.1	GCA_015999335.1	inter_genus	Domibacillus	Tabrizicola	522	43.6954	
GCA_013409785.1	GCA_014212135.1	inter_genus	Microbacterium	Cohnella	699	43.6951	
GCA_013328815.1	GCA_016481275.1	inter_genus	Tabrizicola	Antrihabitans	651	43.6948	
GCA_003254155.1	GCA_043556415.1	inter_genus	Psychrobacillus	Microbacterium	421	43.6931	
GCA_008704535.1	GCA_009601165.1	inter_genus	Streptomyces	Alcanivorax	565	43.6926	
GCA_001639725.1	GCA_007754425.1	inter_genus	Marinomonas	Gimesia	538	43.6916	
GCA_000009365.1	GCA_008704535.1	inter_genus	Alcanivorax	Streptomyces	544	43.6897	
GCA_009720525.1	GCA_014651475.1	inter_genus	Gimesia	Mesonia	441	43.6896	
GCA_009828095.1	GCA_020734105.1	inter_genus	Pontixanthobacter	Alkalihalobacillus	491	43.6888	
GCA_001643235.1	GCA_013328815.1	inter_genus	Domibacillus	Tabrizicola	544	43.6879	
GCA_001437435.1	GCA_008704535.1	inter_genus	Furfurilactobacillus	Streptomyces	333	43.6871	
GCA_015999335.1	GCA_042656585.1	inter_genus	Tabrizicola	Thalassorhabdus	525	43.6859	
GCA_000966185.1	GCA_013409785.1	inter_genus	Domibacillus	Microbacterium	553	43.6855	
GCA_000292245.2	GCA_043556415.1	inter_genus	Alkalihalobacillus	Microbacterium	469	43.6832	
GCA_012972675.1	GCA_030814065.1	inter_genus	Pontixanthobacter	Mesobacillus	480	43.6810	
GCA_007754425.1	GCA_042656585.1	inter_genus	Gimesia	Thalassorhabdus	540	43.6787	
GCA_003254155.1	GCA_015999335.1	inter_genus	Psychrobacillus	Tabrizicola	501	43.6766	
GCA_006861795.1	GCA_034424525.1	inter_genus	Psychrobacillus	Sphingobium	531	43.6746	
GCA_001639725.1	GCA_900636385.1	inter_genus	Marinomonas	Staphylococcus	429	43.6734	
GCA_015999335.1	GCA_020734105.1	inter_genus	Tabrizicola	Alkalihalobacillus	563	43.6726	
GCA_001643235.1	GCA_007754425.1	inter_genus	Domibacillus	Gimesia	509	43.6719	
GCA_001437435.1	GCA_030065535.1	inter_genus	Furfurilactobacillus	Microbacterium	292	43.6716	
GCA_000966185.1	GCA_900100925.1	inter_genus	Domibacillus	Actinopolyspora	611	43.6668	
GCA_008704535.1	GCA_011008935.1	inter_genus	Streptomyces	Tabrizicola	646	43.6667	
GCA_001906925.1	GCA_013328815.1	inter_genus	Domibacillus	Tabrizicola	515	43.6666	
GCA_001906925.1	GCA_007754425.1	inter_genus	Domibacillus	Gimesia	510	43.6653	
GCA_000966185.1	GCA_034424525.1	inter_genus	Domibacillus	Sphingobium	581	43.6637	
GCA_009901525.1	GCA_015999335.1	inter_genus	Kordia	Tabrizicola	398	43.6616	
GCA_003054265.1	GCA_020734105.1	inter_genus	Kordia	Alkalihalobacillus	501	43.6609	
GCA_015999335.1	GCA_028610675.1	inter_genus	Tabrizicola	Alkalihalobacillus	528	43.6562	
GCA_001906925.1	GCA_015999335.1	inter_genus	Domibacillus	Tabrizicola	508	43.6533	
GCA_012932915.1	GCA_020734105.1	inter_genus	Antrihabitans	Alkalihalobacillus	601	43.6522	
GCA_000970675.1	GCA_013409785.1	inter_genus	Domibacillus	Microbacterium	515	43.6522	
GCA_000196115.1	GCA_012932915.1	inter_genus	Rhodopirellula	Antrihabitans	438	43.6518	
GCA_001643235.1	GCA_009828095.1	inter_genus	Domibacillus	Pontixanthobacter	461	43.6499	
GCA_000756655.1	GCA_003054265.1	inter_genus	Alcanivorax	Kordia	451	43.6492	
GCA_009828095.1	GCA_030065535.1	inter_genus	Pontixanthobacter	Microbacterium	408	43.6473	
GCA_009827395.1	GCA_047302405.1	inter_genus	Pontixanthobacter	Alkalihalobacillus	493	43.6424	
GCA_003574395.1	GCA_016481275.1	inter_genus	Tabrizicola	Antrihabitans	573	43.6417	
GCA_000338295.1	GCA_012932915.1	inter_genus	Rhodopirellula	Antrihabitans	426	43.6415	
GCA_009901525.1	GCA_020734105.1	inter_genus	Kordia	Alkalihalobacillus	495	43.6410	
GCA_012972675.1	GCA_047302405.1	inter_genus	Pontixanthobacter	Alkalihalobacillus	489	43.6401	
GCA_003054265.1	GCA_011008935.1	inter_genus	Kordia	Tabrizicola	395	43.6395	
GCA_006861775.1	GCA_009827395.1	inter_genus	Psychrobacillus	Pontixanthobacter	468	43.6389	
GCA_009827455.1	GCA_012932915.1	inter_genus	Pontixanthobacter	Antrihabitans	536	43.6379	
GCA_000966185.1	GCA_043556415.1	inter_genus	Domibacillus	Microbacterium	501	43.6365	
GCA_003254155.1	GCA_030065535.1	inter_genus	Psychrobacillus	Microbacterium	467	43.6358	
GCA_030814065.1	GCA_034424525.1	inter_genus	Mesobacillus	Sphingobium	542	43.6349	
GCA_008704535.1	GCA_013328815.1	inter_genus	Streptomyces	Tabrizicola	681	43.6341	0.493985
GCA_009720525.1	GCA_020734105.1	inter_genus	Gimesia	Alkalihalobacillus	556	43.6336	
GCA_008704535.1	GCA_047302405.1	inter_genus	Streptomyces	Alkalihalobacillus	669	43.6327	
GCA_008973485.1	GCA_011008935.1	inter_genus	Psychrobacillus	Tabrizicola	518	43.6326	
GCA_001005315.1	GCA_042656585.1	inter_genus	Kordia	Thalassorhabdus	453	43.6322	
GCA_006861775.1	GCA_009901525.1	inter_genus	Psychrobacillus	Kordia	484	43.6316	
GCA_019334345.1	GCA_042656585.1	inter_genus	Neohoeflea	Thalassorhabdus	553	43.6300	
GCA_028610675.1	GCA_030065535.1	inter_genus	Alkalihalobacillus	Microbacterium	553	43.6298	
GCA_000292245.2	GCA_013328815.1	inter_genus	Alkalihalobacillus	Tabrizicola	545	43.6294	
GCA_000181475.1	GCA_014212135.1	inter_genus	Gimesia	Cohnella	610	43.6290	
GCA_003054265.1	GCA_013328815.1	inter_genus	Kordia	Tabrizicola	396	43.6285	
GCA_000756655.1	GCA_025960885.1	inter_genus	Alcanivorax	Microbacterium	416	43.6276	
GCA_006861775.1	GCA_008297975.1	inter_genus	Psychrobacillus	Antrihabitans	587	43.6259	
GCA_007754425.1	GCA_020734105.1	inter_genus	Gimesia	Alkalihalobacillus	565	43.6251	
GCA_001643235.1	GCA_900100925.1	inter_genus	Domibacillus	Actinopolyspora	564	43.6225	
GCA_009827395.1	GCA_012932915.1	inter_genus	Pontixanthobacter	Antrihabitans	565	43.6207	
GCA_001643235.1	GCA_007748195.1	inter_genus	Domibacillus	Gimesia	525	43.6202	
GCA_001643235.1	GCA_011008935.1	inter_genus	Domibacillus	Tabrizicola	517	43.6195	
GCA_008704535.1	GCA_015999335.1	inter_genus	Streptomyces	Tabrizicola	669	43.6193	0.449332
GCA_030065535.1	GCA_030814065.1	inter_genus	Microbacterium	Mesobacillus	497	43.6167	
GCA_013328815.1	GCA_020734105.1	inter_genus	Tabrizicola	Alkalihalobacillus	570	43.6161	
GCA_013409785.1	GCA_042656585.1	inter_genus	Microbacterium	Thalassorhabdus	504	43.6145	
GCA_025960885.1	GCA_028610675.1	inter_genus	Microbacterium	Alkalihalobacillus	579	43.6140	
GCA_014212135.1	GCA_014651475.1	inter_genus	Cohnella	Mesonia	460	43.6128	
GCA_000966185.1	GCA_007748195.1	inter_genus	Domibacillus	Gimesia	558	43.6077	
GCA_003574395.1	GCA_006861775.1	inter_genus	Tabrizicola	Psychrobacillus	547	43.6049	
GCA_000338295.1	GCA_041537905.1	inter_genus	Rhodopirellula	Ruegeria	523	43.6029	
GCA_001643235.1	GCA_009720525.1	inter_genus	Domibacillus	Gimesia	510	43.6022	
GCA_003054265.1	GCA_003574395.1	inter_genus	Kordia	Tabrizicola	397	43.5990	
GCA_009827455.1	GCA_013409785.1	inter_genus	Pontixanthobacter	Microbacterium	421	43.5955	
GCA_042656585.1	GCA_043556415.1	inter_genus	Thalassorhabdus	Microbacterium	444	43.5953	
GCA_009827395.1	GCA_030814065.1	inter_genus	Pontixanthobacter	Mesobacillus	485	43.5948	
GCA_009601165.1	GCA_013409785.1	inter_genus	Alcanivorax	Microbacterium	441	43.5916	
GCA_002727185.1	GCA_012932915.1	inter_genus	Rhodopirellula	Antrihabitans	442	43.5910	
GCA_000970675.1	GCA_009901525.1	inter_genus	Domibacillus	Kordia	449	43.5909	
GCA_000292245.2	GCA_011008935.1	inter_genus	Alkalihalobacillus	Tabrizicola	534	43.5897	
GCA_001643235.1	GCA_013409785.1	inter_genus	Domibacillus	Microbacterium	500	43.5866	
GCA_003574395.1	GCA_008704535.1	inter_genus	Tabrizicola	Streptomyces	618	43.5854	
GCA_000154725.1	GCA_000756655.1	inter_genus	Kordia	Alcanivorax	461	43.5842	
GCA_013328815.1	GCA_042656585.1	inter_genus	Tabrizicola	Thalassorhabdus	523	43.5832	
GCA_001643235.1	GCA_012972675.1	inter_genus	Domibacillus	Pontixanthobacter	457	43.5827	
GCA_009827455.1	GCA_030065535.1	inter_genus	Pontixanthobacter	Microbacterium	408	43.5824	
GCA_000154725.1	GCA_013328815.1	inter_genus	Kordia	Tabrizicola	399	43.5810	
GCA_006861795.1	GCA_043556415.1	inter_genus	Psychrobacillus	Microbacterium	455	43.5804	
GCA_003254155.1	GCA_025960885.1	inter_genus	Psychrobacillus	Microbacterium	492	43.5803	
GCA_030814065.1	GCA_900100925.1	inter_genus	Mesobacillus	Actinopolyspora	569	43.5780	
GCA_003574395.1	GCA_028610675.1	inter_genus	Tabrizicola	Alkalihalobacillus	522	43.5762	
GCA_000338295.1	GCA_014212135.1	inter_genus	Rhodopirellula	Cohnella	558	43.5756	
GCA_000970675.1	GCA_009720525.1	inter_genus	Domibacillus	Gimesia	504	43.5754	
GCA_008297975.1	GCA_034424525.1	inter_genus	Antrihabitans	Sphingobium	669	43.5741	
GCA_015999335.1	GCA_030814065.1	inter_genus	Tabrizicola	Mesobacillus	578	43.5740	
GCA_000154725.1	GCA_015999335.1	inter_genus	Kordia	Tabrizicola	398	43.5739	
GCA_001906925.1	GCA_041537905.1	inter_genus	Domibacillus	Ruegeria	524	43.5716	
GCA_001906925.1	GCA_011008935.1	inter_genus	Domibacillus	Tabrizicola	506	43.5672	
GCA_003054265.1	GCA_041537905.1	inter_genus	Kordia	Ruegeria	438	43.5658	
GCA_008973485.1	GCA_025960885.1	inter_genus	Psychrobacillus	Microbacterium	527	43.5638	
GCA_001005315.1	GCA_001639725.1	inter_genus	Kordia	Marinomonas	469	43.5631	
GCA_001643235.1	GCA_043556415.1	inter_genus	Domibacillus	Microbacterium	460	43.5615	
GCA_015999335.1	GCA_016481275.1	inter_genus	Tabrizicola	Antrihabitans	595	43.5610	
GCA_009720525.1	GCA_042656585.1	inter_genus	Gimesia	Thalassorhabdus	541	43.5599	
GCA_011008935.1	GCA_020734105.1	inter_genus	Tabrizicola	Alkalihalobacillus	556	43.5597	
GCA_000196115.1	GCA_042656585.1	inter_genus	Rhodopirellula	Thalassorhabdus	482	43.5585	
GCA_020734105.1	GCA_034424525.1	inter_genus	Alkalihalobacillus	Sphingobium	554	43.5561	
GCA_006861795.1	GCA_900100925.1	inter_genus	Psychrobacillus	Actinopolyspora	570	43.5554	
GCA_014212135.1	GCA_900142325.1	inter_genus	Cohnella	Epilithonimonas	513	43.5552	
GCA_001639725.1	GCA_025960885.1	inter_genus	Marinomonas	Microbacterium	463	43.5549	
GCA_015999335.1	GCA_043944905.1	inter_genus	Tabrizicola	Antrihabitans	593	43.5535	
GCA_006861775.1	GCA_015999335.1	inter_genus	Psychrobacillus	Tabrizicola	570	43.5518	
GCA_011008935.1	GCA_042656585.1	inter_genus	Tabrizicola	Thalassorhabdus	523	43.5509	
GCA_003054265.1	GCA_009601165.1	inter_genus	Kordia	Alcanivorax	471	43.5507	
GCA_041537905.1	GCA_042656585.1	inter_genus	Ruegeria	Thalassorhabdus	581	43.5503	
GCA_006861795.1	GCA_009901525.1	inter_genus	Psychrobacillus	Kordia	501	43.5493	
GCA_014212135.1	GCA_900100925.1	inter_genus	Cohnella	Actinopolyspora	657	43.5484	
GCA_000009365.1	GCA_001437435.1	inter_genus	Alcanivorax	Furfurilactobacillus	290	43.5483	
GCA_002727185.1	GCA_019334345.1	inter_genus	Rhodopirellula	Neohoeflea	470	43.5474	
GCA_014212135.1	GCA_030065535.1	inter_genus	Cohnella	Microbacterium	623	43.5467	
GCA_000196115.1	GCA_019334345.1	inter_genus	Rhodopirellula	Neohoeflea	451	43.5428	
GCA_006861775.1	GCA_041537905.1	inter_genus	Psychrobacillus	Ruegeria	585	43.5378	
GCA_006861795.1	GCA_012972675.1	inter_genus	Psychrobacillus	Pontixanthobacter	467	43.5358	
GCA_000966185.1	GCA_009720525.1	inter_genus	Domibacillus	Gimesia	551	43.5341	
GCA_001906925.1	GCA_034424525.1	inter_genus	Domibacillus	Sphingobium	525	43.5331	
GCA_000756655.1	GCA_001437435.1	inter_genus	Alcanivorax	Furfurilactobacillus	291	43.5323	
GCA_009827455.1	GCA_016481275.1	inter_genus	Pontixanthobacter	Antrihabitans	533	43.5310	
GCA_025960885.1	GCA_030814065.1	inter_genus	Microbacterium	Mesobacillus	540	43.5306	
GCA_014212135.1	GCA_034424525.1	inter_genus	Cohnella	Sphingobium	669	43.5272	
GCA_009827395.1	GCA_016481275.1	inter_genus	Pontixanthobacter	Antrihabitans	557	43.5271	
GCA_000181475.1	GCA_001643235.1	inter_genus	Gimesia	Domibacillus	519	43.5270	
GCA_011008935.1	GCA_043944905.1	inter_genus	Tabrizicola	Antrihabitans	578	43.5251	
GCA_003574395.1	GCA_043944905.1	inter_genus	Tabrizicola	Antrihabitans	545	43.5215	
GCA_000181475.1	GCA_042656585.1	inter_genus	Gimesia	Thalassorhabdus	541	43.5201	
GCA_000970675.1	GCA_007754425.1	inter_genus	Domibacillus	Gimesia	508	43.5197	
GCA_009601165.1	GCA_900100925.1	inter_genus	Alcanivorax	Actinopolyspora	494	43.5186	
GCA_000970675.1	GCA_015999335.1	inter_genus	Domibacillus	Tabrizicola	570	43.5186	
GCA_012932915.1	GCA_900636385.1	inter_genus	Antrihabitans	Staphylococcus	416	43.5168	
GCA_007748195.1	GCA_014212135.1	inter_genus	Gimesia	Cohnella	614	43.5161	
GCA_014212135.1	GCA_042654505.1	inter_genus	Cohnella	Epilithonimonas	543	43.5158	
GCA_006861795.1	GCA_015999335.1	inter_genus	Psychrobacillus	Tabrizicola	559	43.5156	
GCA_042650985.1	GCA_900636385.1	inter_genus	Epilithonimonas	Staphylococcus	395	43.5144	
GCA_012972675.1	GCA_043944905.1	inter_genus	Pontixanthobacter	Antrihabitans	519	43.5143	
GCA_009828095.1	GCA_012932915.1	inter_genus	Pontixanthobacter	Antrihabitans	549	43.5140	
GCA_014212135.1	GCA_042650985.1	inter_genus	Cohnella	Epilithonimonas	549	43.5131	
GCA_009601165.1	GCA_900636385.1	inter_genus	Alcanivorax	Staphylococcus	415	43.5128	
GCA_007748195.1	GCA_042656585.1	inter_genus	Gimesia	Thalassorhabdus	542	43.5124	
GCA_000338295.1	GCA_042656585.1	inter_genus	Rhodopirellula	Thalassorhabdus	486	43.5115	
GCA_009827395.1	GCA_030065535.1	inter_genus	Pontixanthobacter	Microbacterium	410	43.5102	
GCA_006861795.1	GCA_025960885.1	inter_genus	Psychrobacillus	Microbacterium	553	43.5096	
GCA_001643235.1	GCA_034424525.1	inter_genus	Domibacillus	Sphingobium	539	43.5076	
GCA_025960885.1	GCA_047302405.1	inter_genus	Microbacterium	Alkalihalobacillus	598	43.5069	
GCA_000009365.1	GCA_009901525.1	inter_genus	Alcanivorax	Kordia	444	43.5059	
GCA_012972675.1	GCA_016481275.1	inter_genus	Pontixanthobacter	Antrihabitans	535	43.5013	
GCA_001639725.1	GCA_016481275.1	inter_genus	Marinomonas	Antrihabitans	558	43.4998	
GCA_008973485.1	GCA_043556415.1	inter_genus	Psychrobacillus	Microbacterium	448	43.4982	
GCA_000009365.1	GCA_025960885.1	inter_genus	Alcanivorax	Microbacterium	415	43.4937	
GCA_000154725.1	GCA_011008935.1	inter_genus	Kordia	Tabrizicola	392	43.4936	
GCA_008973485.1	GCA_034424525.1	inter_genus	Psychrobacillus	Sphingobium	497	43.4926	
GCA_000966185.1	GCA_007754425.1	inter_genus	Domibacillus	Gimesia	555	43.4923	
GCA_009720525.1	GCA_009827395.1	inter_genus	Gimesia	Pontixanthobacter	413	43.4913	
GCA_015999335.1	GCA_043556415.1	inter_genus	Tabrizicola	Microbacterium	446	43.4874	
GCA_001005315.1	GCA_011008935.1	inter_genus	Kordia	Tabrizicola	396	43.4874	
GCA_003574395.1	GCA_030065535.1	inter_genus	Tabrizicola	Microbacterium	485	43.4870	
GCA_034424525.1	GCA_043944905.1	inter_genus	Sphingobium	Antrihabitans	671	43.4858	
GCA_011008935.1	GCA_016481275.1	inter_genus	Tabrizicola	Antrihabitans	616	43.4856	
GCA_008973485.1	GCA_013328815.1	inter_genus	Psychrobacillus	Tabrizicola	538	43.4794	
GCA_001437435.1	GCA_043556415.1	inter_genus	Furfurilactobacillus	Microbacterium	278	43.4788	
GCA_020734105.1	GCA_042654505.1	inter_genus	Alkalihalobacillus	Epilithonimonas	493	43.4773	
GCA_001643235.1	GCA_025960885.1	inter_genus	Domibacillus	Microbacterium	546	43.4771	
GCA_016481275.1	GCA_900636385.1	inter_genus	Antrihabitans	Staphylococcus	414	43.4771	
GCA_001639725.1	GCA_014651475.1	inter_genus	Marinomonas	Mesonia	456	43.4761	
GCA_001906925.1	GCA_019334345.1	inter_genus	Domibacillus	Neohoeflea	503	43.4736	
GCA_008297975.1	GCA_020734105.1	inter_genus	Antrihabitans	Alkalihalobacillus	605	43.4722	
GCA_030065535.1	GCA_034424525.1	inter_genus	Microbacterium	Sphingobium	525	43.4718	
GCA_002727185.1	GCA_041537905.1	inter_genus	Rhodopirellula	Ruegeria	541	43.4713	
GCA_003597125.1	GCA_013409785.1	inter_genus	Alcanivorax	Microbacterium	447	43.4705	
GCA_000756655.1	GCA_900100925.1	inter_genus	Alcanivorax	Actinopolyspora	488	43.4701	
GCA_008704535.1	GCA_034424525.1	inter_genus	Streptomyces	Sphingobium	693	43.4700	
GCA_001639725.1	GCA_012932915.1	inter_genus	Marinomonas	Antrihabitans	556	43.4676	
GCA_043556415.1	GCA_047302405.1	inter_genus	Microbacterium	Alkalihalobacillus	501	43.4675	
GCA_000009365.1	GCA_014651475.1	inter_genus	Alcanivorax	Mesonia	463	43.4674	
GCA_009827395.1	GCA_013409785.1	inter_genus	Pontixanthobacter	Microbacterium	445	43.4649	
GCA_009827395.1	GCA_025960885.1	inter_genus	Pontixanthobacter	Microbacterium	411	43.4642	
GCA_000970675.1	GCA_003574395.1	inter_genus	Domibacillus	Tabrizicola	550	43.4642	
GCA_007748195.1	GCA_009828095.1	inter_genus	Gimesia	Pontixanthobacter	407	43.4641	
GCA_008973485.1	GCA_015999335.1	inter_genus	Psychrobacillus	Tabrizicola	541	43.4638	
GCA_006861795.1	GCA_041537905.1	inter_genus	Psychrobacillus	Ruegeria	574	43.4551	
GCA_003054265.1	GCA_900636385.1	inter_genus	Kordia	Staphylococcus	373	43.4544	
GCA_013328815.1	GCA_043944905.1	inter_genus	Tabrizicola	Antrihabitans	624	43.4538	
GCA_004365655.1	GCA_900636385.1	inter_genus	Epilithonimonas	Staphylococcus	370	43.4538	
GCA_006861775.1	GCA_030065535.1	inter_genus	Psychrobacillus	Microbacterium	518	43.4537	
GCA_016481275.1	GCA_019334345.1	inter_genus	Antrihabitans	Neohoeflea	637	43.4527	
GCA_009827455.1	GCA_900636385.1	inter_genus	Pontixanthobacter	Staphylococcus	336	43.4527	
GCA_000756655.1	GCA_030065535.1	inter_genus	Alcanivorax	Microbacterium	422	43.4505	
GCA_000756655.1	GCA_008704535.1	inter_genus	Alcanivorax	Streptomyces	574	43.4503	
GCA_047302405.1	GCA_900100925.1	inter_genus	Alkalihalobacillus	Actinopolyspora	616	43.4500	
GCA_006861795.1	GCA_013328815.1	inter_genus	Psychrobacillus	Tabrizicola	557	43.4492	
GCA_000009365.1	GCA_900100925.1	inter_genus	Alcanivorax	Actinopolyspora	493	43.4487	
GCA_000154725.1	GCA_014212135.1	inter_genus	Kordia	Cohnella	480	43.4462	
GCA_000196115.1	GCA_001643235.1	inter_genus	Rhodopirellula	Domibacillus	469	43.4458	
GCA_003574395.1	GCA_047302405.1	inter_genus	Tabrizicola	Alkalihalobacillus	552	43.4440	
GCA_000756655.1	GCA_001005315.1	inter_genus	Alcanivorax	Kordia	462	43.4422	
GCA_000338295.1	GCA_043944905.1	inter_genus	Rhodopirellula	Antrihabitans	431	43.4399	
GCA_009828095.1	GCA_900636385.1	inter_genus	Pontixanthobacter	Staphylococcus	355	43.4361	
GCA_013328815.1	GCA_014651475.1	inter_genus	Tabrizicola	Mesonia	410	43.4359	
GCA_013409785.1	GCA_900636385.1	inter_genus	Microbacterium	Staphylococcus	387	43.4328	
GCA_030814065.1	GCA_041537905.1	inter_genus	Mesobacillus	Ruegeria	583	43.4321	
GCA_000338295.1	GCA_020734105.1	inter_genus	Rhodopirellula	Alkalihalobacillus	502	43.4297	
GCA_000181475.1	GCA_000970675.1	inter_genus	Gimesia	Domibacillus	519	43.4297	
GCA_002727185.1	GCA_003254155.1	inter_genus	Rhodopirellula	Psychrobacillus	433	43.4270	
GCA_015999335.1	GCA_900100925.1	inter_genus	Tabrizicola	Actinopolyspora	579	43.4269	
GCA_014651475.1	GCA_041537905.1	inter_genus	Mesonia	Ruegeria	432	43.4248	
GCA_000154725.1	GCA_900636385.1	inter_genus	Kordia	Staphylococcus	377	43.4233	
GCA_000970675.1	GCA_002727185.1	inter_genus	Domibacillus	Rhodopirellula	482	43.4224	
GCA_014651475.1	GCA_015999335.1	inter_genus	Mesonia	Tabrizicola	407	43.4216	
GCA_013409785.1	GCA_028610675.1	inter_genus	Microbacterium	Alkalihalobacillus	557	43.4208	
GCA_030065535.1	GCA_900636385.1	inter_genus	Microbacterium	Staphylococcus	390	43.4208	
GCA_001639725.1	GCA_009901525.1	inter_genus	Marinomonas	Kordia	475	43.4206	
GCA_009901525.1	GCA_013328815.1	inter_genus	Kordia	Tabrizicola	411	43.4200	
GCA_002727185.1	GCA_042656585.1	inter_genus	Rhodopirellula	Thalassorhabdus	492	43.4191	
GCA_008973485.1	GCA_012972675.1	inter_genus	Psychrobacillus	Pontixanthobacter	440	43.4182	
GCA_013409785.1	GCA_020734105.1	inter_genus	Microbacterium	Alkalihalobacillus	531	43.4175	
GCA_000009365.1	GCA_013409785.1	inter_genus	Alcanivorax	Microbacterium	430	43.4149	
GCA_013409785.1	GCA_015999335.1	inter_genus	Microbacterium	Tabrizicola	525	43.4143	
GCA_020966775.1	GCA_030814065.1	inter_genus	Rhodopirellula	Mesobacillus	471	43.4136	
GCA_013409785.1	GCA_047302405.1	inter_genus	Microbacterium	Alkalihalobacillus	568	43.4129	
GCA_020966775.1	GCA_042656585.1	inter_genus	Rhodopirellula	Thalassorhabdus	494	43.4113	
GCA_006861775.1	GCA_019334345.1	inter_genus	Psychrobacillus	Neohoeflea	580	43.4098	
GCA_000181475.1	GCA_020734105.1	inter_genus	Gimesia	Alkalihalobacillus	567	43.4090	
GCA_013409785.1	GCA_030814065.1	inter_genus	Microbacterium	Mesobacillus	528	43.4078	
GCA_003254155.1	GCA_011008935.1	inter_genus	Psychrobacillus	Tabrizicola	499	43.4070	
GCA_000970675.1	GCA_020966775.1	inter_genus	Domibacillus	Rhodopirellula	478	43.4061	
GCA_000181475.1	GCA_014651475.1	inter_genus	Gimesia	Mesonia	447	43.4060	
GCA_002727185.1	GCA_014212135.1	inter_genus	Rhodopirellula	Cohnella	572	43.4051	
GCA_001643235.1	GCA_019334345.1	inter_genus	Domibacillus	Neohoeflea	509	43.4047	
GCA_000196115.1	GCA_041537905.1	inter_genus	Rhodopirellula	Ruegeria	519	43.4044	
GCA_028610675.1	GCA_900100925.1	inter_genus	Alkalihalobacillus	Actinopolyspora	578	43.4026	
GCA_000970675.1	GCA_007748195.1	inter_genus	Domibacillus	Gimesia	515	43.4014	
GCA_009827395.1	GCA_900636385.1	inter_genus	Pontixanthobacter	Staphylococcus	350	43.4009	
GCA_000338295.1	GCA_019334345.1	inter_genus	Rhodopirellula	Neohoeflea	456	43.4002	
GCA_009828095.1	GCA_016481275.1	inter_genus	Pontixanthobacter	Antrihabitans	545	43.3972	
GCA_007754425.1	GCA_009828095.1	inter_genus	Gimesia	Pontixanthobacter	426	43.3965	
GCA_012972675.1	GCA_013409785.1	inter_genus	Pontixanthobacter	Microbacterium	427	43.3958	
GCA_001005315.1	GCA_009601165.1	inter_genus	Kordia	Alcanivorax	473	43.3949	
GCA_003254155.1	GCA_020966775.1	inter_genus	Psychrobacillus	Rhodopirellula	428	43.3911	
GCA_000338295.1	GCA_030814065.1	inter_genus	Rhodopirellula	Mesobacillus	487	43.3908	
GCA_012932915.1	GCA_019334345.1	inter_genus	Antrihabitans	Neohoeflea	634	43.3905	
GCA_000338295.1	GCA_003254155.1	inter_genus	Rhodopirellula	Psychrobacillus	426	43.3901	
GCA_000756655.1	GCA_014651475.1	inter_genus	Alcanivorax	Mesonia	478	43.3864	
GCA_012932915.1	GCA_015999335.1	inter_genus	Antrihabitans	Tabrizicola	622	43.3863	
GCA_011008935.1	GCA_012932915.1	inter_genus	Tabrizicola	Antrihabitans	624	43.3859	
GCA_015999335.1	GCA_030065535.1	inter_genus	Tabrizicola	Microbacterium	517	43.3847	
GCA_003574395.1	GCA_012932915.1	inter_genus	Tabrizicola	Antrihabitans	589	43.3844	
GCA_000292245.2	GCA_019334345.1	inter_genus	Alkalihalobacillus	Neohoeflea	547	43.3821	
