bin	source	completeness	contamination	donor	donor_species	nn_dist	nn_dist_acc	nn_dist_ok	nn_cont	nn_cont_acc	nn_cont_ok
GCA_003003285.1~c0.30~g0.10~far.fna	GCA_003003285.1	0.30	0.10	far	present	0.097358	GCA_900660515.1	False	0.112702	GCA_900660515.1	False
GCA_003003285.1~c0.30~g0.10~far.fna	GCA_003003285.1	0.30	0.10	far	absent	0.243761	GCA_900115105.1	True	0.010665	GCA_900115105.1	True
GCA_003003285.1~c0.30~g0.10~near.fna	GCA_003003285.1	0.30	0.10	near	present	0.132833	GCA_000382265.1	True	0.122338	GCA_000382265.1	True
GCA_003003285.1~c0.30~g0.10~near.fna	GCA_003003285.1	0.30	0.10	near	absent	0.233808	GCA_900115105.1	True	0.013110	GCA_900115105.1	True
GCA_003003285.1~c0.30~g0.20~far.fna	GCA_003003285.1	0.30	0.20	far	present	0.062873	GCA_900660515.1	False	0.220300	GCA_900660515.1	False
GCA_003003285.1~c0.30~g0.20~far.fna	GCA_003003285.1	0.30	0.20	far	absent	0.243761	GCA_900115105.1	True	0.009718	GCA_900115105.1	True
GCA_003003285.1~c0.30~g0.20~near.fna	GCA_003003285.1	0.30	0.20	near	present	0.103219	GCA_000382265.1	True	0.207939	GCA_000382265.1	True
GCA_003003285.1~c0.30~g0.20~near.fna	GCA_003003285.1	0.30	0.20	near	absent	0.235108	GCA_900115105.1	True	0.011687	GCA_900115105.1	True
GCA_003003285.1~c0.20~g0.00~none.fna	GCA_003003285.1	0.20	0.00	none	present	0.245371	GCA_900115105.1	True	0.015213	GCA_900115105.1	True
GCA_003003285.1~c0.20~g0.00~none.fna	GCA_003003285.1	0.20	0.00	none	absent	0.245371	GCA_900115105.1	True	0.015213	GCA_900115105.1	True
GCA_003003285.1~c0.20~g0.10~far.fna	GCA_003003285.1	0.20	0.10	far	present	0.102486	GCA_900660515.1	False	0.121234	GCA_900660515.1	False
GCA_003003285.1~c0.20~g0.10~far.fna	GCA_003003285.1	0.20	0.10	far	absent	0.247037	GCA_900115105.1	True	0.013288	GCA_900115105.1	True
GCA_003003285.1~c0.20~g0.10~near.fna	GCA_003003285.1	0.20	0.10	near	present	0.156619	GCA_000382265.1	True	0.101566	GCA_000382265.1	True
GCA_003003285.1~c0.20~g0.10~near.fna	GCA_003003285.1	0.20	0.10	near	absent	0.243761	GCA_900115105.1	True	0.014396	GCA_900115105.1	True
GCA_003003285.1~c0.20~g0.20~far.fna	GCA_003003285.1	0.20	0.20	far	present	0.072168	GCA_900660515.1	False	0.216580	GCA_900660515.1	False
GCA_003003285.1~c0.20~g0.20~far.fna	GCA_003003285.1	0.20	0.20	far	absent	0.248764	GCA_900115105.1	True	0.011748	GCA_900115105.1	True
GCA_003003285.1~c0.20~g0.20~near.fna	GCA_003003285.1	0.20	0.20	near	present	0.112610	GCA_000382265.1	True	0.230285	GCA_000382265.1	True
GCA_003003285.1~c0.20~g0.20~near.fna	GCA_003003285.1	0.20	0.20	near	absent	0.245371	GCA_900115105.1	True	0.012564	GCA_900115105.1	True
GCA_003003285.1~c0.10~g0.00~none.fna	GCA_003003285.1	0.10	0.00	none	present	0.320287	GCA_038443675.1	True	0.007489	GCA_038443705.2	True
GCA_003003285.1~c0.10~g0.00~none.fna	GCA_003003285.1	0.10	0.00	none	absent	0.320287	GCA_038443675.1	True	0.007489	GCA_038443705.2	True
GCA_003003285.1~c0.10~g0.10~far.fna	GCA_003003285.1	0.10	0.10	far	present	0.121685	GCA_900660515.1	False	0.120408	GCA_900660515.1	False
GCA_003003285.1~c0.10~g0.10~far.fna	GCA_003003285.1	0.10	0.10	far	absent	0.320287	GCA_038443675.1	True	0.006704	GCA_038443705.2	True
GCA_003003285.1~c0.10~g0.10~near.fna	GCA_003003285.1	0.10	0.10	near	present	0.170260	GCA_000382265.1	True	0.132727	GCA_000382265.1	True
GCA_003003285.1~c0.10~g0.10~near.fna	GCA_003003285.1	0.10	0.10	near	absent	0.306598	GCA_900156505.1	True	0.007200	GCA_900156505.1	True
GCA_003003285.1~c0.10~g0.20~far.fna	GCA_003003285.1	0.10	0.20	far	present	0.093138	GCA_900660515.1	False	0.204089	GCA_900660515.1	False
GCA_003003285.1~c0.10~g0.20~far.fna	GCA_003003285.1	0.10	0.20	far	absent	0.306598	GCA_900476105.1	False	0.005071	GCA_038443675.1	True
GCA_003003285.1~c0.10~g0.20~near.fna	GCA_003003285.1	0.10	0.20	near	present	0.146116	GCA_000382265.1	True	0.200947	GCA_000382265.1	True
GCA_003003285.1~c0.10~g0.20~near.fna	GCA_003003285.1	0.10	0.20	near	absent	0.287309	GCA_000155675.2	False	0.013201	GCA_000155675.2	False
GCA_038443705.2~c1.00~g0.00~none.fna	GCA_038443705.2	1.00	0.00	none	present	0.231311	GCA_900156505.1	True	0.007132	GCA_003337495.1	True
GCA_038443705.2~c1.00~g0.00~none.fna	GCA_038443705.2	1.00	0.00	none	absent	0.231311	GCA_900156505.1	True	0.007132	GCA_003337495.1	True
GCA_038443705.2~c1.00~g0.10~far.fna	GCA_038443705.2	1.00	0.10	far	present	0.097746	GCA_042661185.1	False	0.104225	GCA_042661185.1	False
GCA_038443705.2~c1.00~g0.10~far.fna	GCA_038443705.2	1.00	0.10	far	absent	0.232543	GCA_049958835.2	False	0.006384	GCA_038443675.1	True
GCA_038443705.2~c1.00~g0.10~near.fna	GCA_038443705.2	1.00	0.10	near	present	0.102997	GCA_014199395.1	True	0.100683	GCA_014199395.1	True
GCA_038443705.2~c1.00~g0.10~near.fna	GCA_038443705.2	1.00	0.10	near	absent	0.233808	GCA_038443675.1	True	0.006393	GCA_038443675.1	True
GCA_038443705.2~c1.00~g0.20~far.fna	GCA_038443705.2	1.00	0.20	far	present	0.063767	GCA_055397165.1	False	0.201311	GCA_055397165.1	False
GCA_038443705.2~c1.00~g0.20~far.fna	GCA_038443705.2	1.00	0.20	far	absent	0.215885	GCA_900108505.1	False	0.008375	GCA_900108505.1	False
GCA_038443705.2~c1.00~g0.20~near.fna	GCA_038443705.2	1.00	0.20	near	present	0.068660	GCA_014199395.1	True	0.197010	GCA_014199395.1	True
GCA_038443705.2~c1.00~g0.20~near.fna	GCA_038443705.2	1.00	0.20	near	absent	0.212502	GCA_900106935.1	False	0.009641	GCA_900106935.1	False
GCA_038443705.2~c0.90~g0.00~none.fna	GCA_038443705.2	0.90	0.00	none	present	0.232543	GCA_038069655.2	True	0.007524	GCA_038069655.2	True
GCA_038443705.2~c0.90~g0.00~none.fna	GCA_038443705.2	0.90	0.00	none	absent	0.232543	GCA_038069655.2	True	0.007524	GCA_038069655.2	True
GCA_038443705.2~c0.90~g0.10~far.fna	GCA_038443705.2	0.90	0.10	far	present	0.100776	GCA_042662125.1	False	0.101838	GCA_042661185.1	False
GCA_038443705.2~c0.90~g0.10~far.fna	GCA_038443705.2	0.90	0.10	far	absent	0.235108	GCA_038069655.2	True	0.006774	GCA_038069655.2	True
GCA_038443705.2~c0.90~g0.10~near.fna	GCA_038443705.2	0.90	0.10	near	present	0.102196	GCA_014199395.1	True	0.107035	GCA_014199395.1	True
GCA_038443705.2~c0.90~g0.10~near.fna	GCA_038443705.2	0.90	0.10	near	absent	0.235108	GCA_038069655.2	True	0.006768	GCA_038069655.2	True
GCA_038443705.2~c0.90~g0.20~far.fna	GCA_038443705.2	0.90	0.20	far	present	0.064348	GCA_042662125.1	False	0.207149	GCA_042661185.1	False
GCA_038443705.2~c0.90~g0.20~far.fna	GCA_038443705.2	0.90	0.20	far	absent	0.218593	GCA_900108505.1	False	0.008232	GCA_900108505.1	False
GCA_038443705.2~c0.90~g0.20~near.fna	GCA_038443705.2	0.90	0.20	near	present	0.070390	GCA_014199395.1	True	0.198258	GCA_014199395.1	True
GCA_038443705.2~c0.90~g0.20~near.fna	GCA_038443705.2	0.90	0.20	near	absent	0.233808	GCA_900156505.1	True	0.006904	GCA_003337495.1	True
GCA_038443705.2~c0.70~g0.00~none.fna	GCA_038443705.2	0.70	0.00	none	present	0.243761	GCA_000382265.1	True	0.006780	GCA_038069655.2	True
GCA_038443705.2~c0.70~g0.00~none.fna	GCA_038443705.2	0.70	0.00	none	absent	0.243761	GCA_000382265.1	True	0.006780	GCA_038069655.2	True
GCA_038443705.2~c0.70~g0.10~far.fna	GCA_038443705.2	0.70	0.10	far	present	0.102924	GCA_042662125.1	False	0.106938	GCA_055397165.1	False
GCA_038443705.2~c0.70~g0.10~far.fna	GCA_038443705.2	0.70	0.10	far	absent	0.245371	GCA_900156505.1	True	0.005961	GCA_038069655.2	True
GCA_038443705.2~c0.70~g0.10~near.fna	GCA_038443705.2	0.70	0.10	near	present	0.107250	GCA_014199395.1	True	0.108648	GCA_014199395.1	True
GCA_038443705.2~c0.70~g0.10~near.fna	GCA_038443705.2	0.70	0.10	near	absent	0.243761	GCA_900156505.1	True	0.005996	GCA_900156505.1	True
GCA_038443705.2~c0.70~g0.20~far.fna	GCA_038443705.2	0.70	0.20	far	present	0.069547	GCA_042661185.1	False	0.207591	GCA_042661185.1	False
GCA_038443705.2~c0.70~g0.20~far.fna	GCA_038443705.2	0.70	0.20	far	absent	0.222464	GCA_030734185.1	False	0.008519	GCA_030734185.1	False
GCA_038443705.2~c0.70~g0.20~near.fna	GCA_038443705.2	0.70	0.20	near	present	0.074983	GCA_014199395.1	True	0.201222	GCA_014199395.1	True
GCA_038443705.2~c0.70~g0.20~near.fna	GCA_038443705.2	0.70	0.20	near	absent	0.226680	GCA_900106935.1	False	0.008356	GCA_900106935.1	False
GCA_038443705.2~c0.50~g0.00~none.fna	GCA_038443705.2	0.50	0.00	none	present	0.252420	GCA_900156505.1	True	0.007377	GCA_003337495.1	True
GCA_038443705.2~c0.50~g0.00~none.fna	GCA_038443705.2	0.50	0.00	none	absent	0.252420	GCA_900156505.1	True	0.007377	GCA_003337495.1	True
GCA_038443705.2~c0.50~g0.10~far.fna	GCA_038443705.2	0.50	0.10	far	present	0.115660	GCA_042661185.1	False	0.098827	GCA_042661185.1	False
GCA_038443705.2~c0.50~g0.10~far.fna	GCA_038443705.2	0.50	0.10	far	absent	0.252420	GCA_900156505.1	True	0.006865	GCA_003337495.1	True
GCA_038443705.2~c0.50~g0.10~near.fna	GCA_038443705.2	0.50	0.10	near	present	0.110543	GCA_014199395.1	True	0.121992	GCA_014199395.1	True
GCA_038443705.2~c0.50~g0.10~near.fna	GCA_038443705.2	0.50	0.10	near	absent	0.248764	GCA_038443675.1	True	0.007418	GCA_003337495.1	True
GCA_038443705.2~c0.50~g0.20~far.fna	GCA_038443705.2	0.50	0.20	far	present	0.078744	GCA_042661185.1	False	0.201679	GCA_042661185.1	False
GCA_038443705.2~c0.50~g0.20~far.fna	GCA_038443705.2	0.50	0.20	far	absent	0.223483	GCA_900108505.1	False	0.009701	GCA_900108505.1	False
GCA_038443705.2~c0.50~g0.20~near.fna	GCA_038443705.2	0.50	0.20	near	present	0.082904	GCA_014199395.1	True	0.203948	GCA_014199395.1	True
GCA_038443705.2~c0.50~g0.20~near.fna	GCA_038443705.2	0.50	0.20	near	absent	0.199716	GCA_900106935.1	False	0.017633	GCA_900106935.1	False
GCA_038443705.2~c0.30~g0.00~none.fna	GCA_038443705.2	0.30	0.00	none	present	0.250557	GCA_900156505.1	True	0.009307	GCA_900156505.1	True
GCA_038443705.2~c0.30~g0.00~none.fna	GCA_038443705.2	0.30	0.00	none	absent	0.250557	GCA_900156505.1	True	0.009307	GCA_900156505.1	True
GCA_038443705.2~c0.30~g0.10~far.fna	GCA_038443705.2	0.30	0.10	far	present	0.125715	GCA_042661185.1	False	0.108349	GCA_042661185.1	False
GCA_038443705.2~c0.30~g0.10~far.fna	GCA_038443705.2	0.30	0.10	far	absent	0.250557	GCA_900156505.1	True	0.008568	GCA_900156505.1	True
GCA_038443705.2~c0.30~g0.10~near.fna	GCA_038443705.2	0.30	0.10	near	present	0.133716	GCA_014199395.1	True	0.104489	GCA_014199395.1	True
GCA_038443705.2~c0.30~g0.10~near.fna	GCA_038443705.2	0.30	0.10	near	absent	0.190693	GCA_900106935.1	False	0.031778	GCA_900106935.1	False
GCA_038443705.2~c0.30~g0.20~far.fna	GCA_038443705.2	0.30	0.20	far	present	0.091653	GCA_042661185.1	False	0.206363	GCA_042661185.1	False
GCA_038443705.2~c0.30~g0.20~far.fna	GCA_038443705.2	0.30	0.20	far	absent	0.220489	GCA_042657325.1	False	0.015196	GCA_042657325.1	False
GCA_038443705.2~c0.30~g0.20~near.fna	GCA_038443705.2	0.30	0.20	near	present	0.095594	GCA_014199395.1	True	0.213104	GCA_014199395.1	True
GCA_038443705.2~c0.30~g0.20~near.fna	GCA_038443705.2	0.30	0.20	near	absent	0.242205	GCA_900156505.1	True	0.009418	GCA_900156505.1	True
GCA_038443705.2~c0.20~g0.00~none.fna	GCA_038443705.2	0.20	0.00	none	present	0.295981	GCA_000712315.1	False	0.006968	GCA_041537925.1	False
GCA_038443705.2~c0.20~g0.00~none.fna	GCA_038443705.2	0.20	0.00	none	absent	0.295981	GCA_000712315.1	False	0.006968	GCA_041537925.1	False
GCA_038443705.2~c0.20~g0.10~far.fna	GCA_038443705.2	0.20	0.10	far	present	0.148114	GCA_042661185.1	False	0.091545	GCA_042661185.1	False
GCA_038443705.2~c0.20~g0.10~far.fna	GCA_038443705.2	0.20	0.10	far	absent	0.295981	GCA_000712315.1	False	0.006361	GCA_041537925.1	False
GCA_038443705.2~c0.20~g0.10~near.fna	GCA_038443705.2	0.20	0.10	near	present	0.143276	GCA_014199395.1	True	0.115339	GCA_014199395.1	True
GCA_038443705.2~c0.20~g0.10~near.fna	GCA_038443705.2	0.20	0.10	near	absent	0.295981	GCA_000712315.1	False	0.006280	GCA_041537925.1	False
GCA_038443705.2~c0.20~g0.20~far.fna	GCA_038443705.2	0.20	0.20	far	present	0.103815	GCA_042661185.1	False	0.210886	GCA_042661185.1	False
GCA_038443705.2~c0.20~g0.20~far.fna	GCA_038443705.2	0.20	0.20	far	absent	0.254359	GCA_900108505.1	False	0.008998	GCA_900108505.1	False
GCA_038443705.2~c0.20~g0.20~near.fna	GCA_038443705.2	0.20	0.20	near	present	0.112152	GCA_014199395.1	True	0.201760	GCA_014199395.1	True
GCA_038443705.2~c0.20~g0.20~near.fna	GCA_038443705.2	0.20	0.20	near	absent	0.283502	GCA_040580765.1	False	0.005845	GCA_900129395.1	False
GCA_038443705.2~c0.10~g0.00~none.fna	GCA_038443705.2	0.10	0.00	none	present	0.287309	GCA_041103235.1	False	0.011925	GCA_041103235.1	False
GCA_038443705.2~c0.10~g0.00~none.fna	GCA_038443705.2	0.10	0.00	none	absent	0.287309	GCA_041103235.1	False	0.011925	GCA_041103235.1	False
GCA_038443705.2~c0.10~g0.10~far.fna	GCA_038443705.2	0.10	0.10	far	present	0.164079	GCA_042661185.1	False	0.113986	GCA_042661185.1	False
GCA_038443705.2~c0.10~g0.10~far.fna	GCA_038443705.2	0.10	0.10	far	absent	0.252420	GCA_001488575.1	False	0.019447	GCA_009831625.1	False
GCA_038443705.2~c0.10~g0.10~near.fna	GCA_038443705.2	0.10	0.10	near	present	0.172984	GCA_014199395.1	True	0.111377	GCA_014199395.1	True
GCA_038443705.2~c0.10~g0.10~near.fna	GCA_038443705.2	0.10	0.10	near	absent	0.287309	GCA_041103235.1	False	0.010806	GCA_041103235.1	False
GCA_038443705.2~c0.10~g0.20~far.fna	GCA_038443705.2	0.10	0.20	far	present	0.125468	GCA_042661185.1	False	0.228367	GCA_042661185.1	False
GCA_038443705.2~c0.10~g0.20~far.fna	GCA_038443705.2	0.10	0.20	far	absent	0.283502	GCA_004785955.1	False	0.011327	GCA_042663745.1	False
GCA_038443705.2~c0.10~g0.20~near.fna	GCA_038443705.2	0.10	0.20	near	present	0.132255	GCA_014199395.1	True	0.229574	GCA_014199395.1	True
GCA_038443705.2~c0.10~g0.20~near.fna	GCA_038443705.2	0.10	0.20	near	absent	0.211692	GCA_900106935.1	False	0.043622	GCA_900106935.1	False
GCA_900199385.1~c1.00~g0.00~none.fna	GCA_900199385.1	1.00	0.00	none	present	0.145150	GCA_018118585.1	True	0.048224	GCA_018118585.1	True
GCA_900199385.1~c1.00~g0.00~none.fna	GCA_900199385.1	1.00	0.00	none	absent	0.145150	GCA_018118585.1	True	0.048224	GCA_018118585.1	True
GCA_900199385.1~c1.00~g0.10~far.fna	GCA_900199385.1	1.00	0.10	far	present	0.101338	GCA_029910535.1	False	0.098688	GCA_029910535.1	False
GCA_900199385.1~c1.00~g0.10~far.fna	GCA_900199385.1	1.00	0.10	far	absent	0.147505	GCA_018118585.1	True	0.043544	GCA_018118585.1	True
GCA_900199385.1~c1.00~g0.10~near.fna	GCA_900199385.1	1.00	0.10	near	present	0.093489	GCA_018118585.1	True	0.135384	GCA_018118585.1	True
GCA_900199385.1~c1.00~g0.20~far.fna	GCA_900199385.1	1.00	0.20	far	present	0.065166	GCA_029910535.1	False	0.201457	GCA_029910535.1	False
GCA_900199385.1~c1.00~g0.20~far.fna	GCA_900199385.1	1.00	0.20	far	absent	0.151725	GCA_018118585.1	True	0.037677	GCA_018118585.1	True
GCA_900199385.1~c1.00~g0.20~near.fna	GCA_900199385.1	1.00	0.20	near	present	0.064098	GCA_900176495.1	True	0.236555	GCA_018118585.1	True
GCA_900199385.1~c0.90~g0.00~none.fna	GCA_900199385.1	0.90	0.00	none	present	0.149566	GCA_018118585.1	True	0.046433	GCA_018118585.1	True
GCA_900199385.1~c0.90~g0.00~none.fna	GCA_900199385.1	0.90	0.00	none	absent	0.149566	GCA_018118585.1	True	0.046433	GCA_018118585.1	True
GCA_900199385.1~c0.90~g0.10~far.fna	GCA_900199385.1	0.90	0.10	far	present	0.101338	GCA_029910535.1	False	0.102950	GCA_029910535.1	False
GCA_900199385.1~c0.90~g0.10~far.fna	GCA_900199385.1	0.90	0.10	far	absent	0.151285	GCA_018118585.1	True	0.042329	GCA_018118585.1	True
GCA_900199385.1~c0.90~g0.10~near.fna	GCA_900199385.1	0.90	0.10	near	present	0.094079	GCA_900176495.1	True	0.140425	GCA_018118585.1	True
GCA_900199385.1~c0.90~g0.20~far.fna	GCA_900199385.1	0.90	0.20	far	present	0.066002	GCA_029910535.1	False	0.205837	GCA_029910535.1	False
GCA_900199385.1~c0.90~g0.20~far.fna	GCA_900199385.1	0.90	0.20	far	absent	0.154223	GCA_900176495.1	True	0.037313	GCA_018118585.1	True
GCA_900199385.1~c0.90~g0.20~near.fna	GCA_900199385.1	0.90	0.20	near	present	0.068723	GCA_018118585.1	True	0.225993	GCA_018118585.1	True
GCA_900199385.1~c0.70~g0.00~none.fna	GCA_900199385.1	0.70	0.00	none	present	0.149990	GCA_900176495.1	True	0.052483	GCA_018118585.1	True
GCA_900199385.1~c0.70~g0.00~none.fna	GCA_900199385.1	0.70	0.00	none	absent	0.149990	GCA_900176495.1	True	0.052483	GCA_018118585.1	True
GCA_900199385.1~c0.70~g0.10~far.fna	GCA_900199385.1	0.70	0.10	far	present	0.104419	GCA_029910535.1	False	0.107495	GCA_029910535.1	False
GCA_900199385.1~c0.70~g0.10~far.fna	GCA_900199385.1	0.70	0.10	far	absent	0.152617	GCA_018118585.1	True	0.046802	GCA_018118585.1	True
GCA_900199385.1~c0.70~g0.10~near.fna	GCA_900199385.1	0.70	0.10	near	present	0.097422	GCA_900176495.1	True	0.148958	GCA_018118585.1	True
GCA_900199385.1~c0.70~g0.20~far.fna	GCA_900199385.1	0.70	0.20	far	present	0.071353	GCA_029910535.1	False	0.203905	GCA_029910535.1	False
GCA_900199385.1~c0.70~g0.20~far.fna	GCA_900199385.1	0.70	0.20	far	absent	0.156373	GCA_900176495.1	True	0.040356	GCA_018118585.1	True
GCA_900199385.1~c0.70~g0.20~near.fna	GCA_900199385.1	0.70	0.20	near	present	0.075243	GCA_018118585.1	True	0.222881	GCA_018118585.1	True
GCA_900199385.1~c0.50~g0.00~none.fna	GCA_900199385.1	0.50	0.00	none	present	0.161274	GCA_018118585.1	True	0.051733	GCA_018118585.1	True
GCA_900199385.1~c0.50~g0.00~none.fna	GCA_900199385.1	0.50	0.00	none	absent	0.161274	GCA_018118585.1	True	0.051733	GCA_018118585.1	True
GCA_900199385.1~c0.50~g0.10~far.fna	GCA_900199385.1	0.50	0.10	far	present	0.112887	GCA_029910535.1	False	0.107587	GCA_029910535.1	False
GCA_900199385.1~c0.50~g0.10~far.fna	GCA_900199385.1	0.50	0.10	far	absent	0.162655	GCA_018118585.1	True	0.046647	GCA_018118585.1	True
GCA_900199385.1~c0.50~g0.10~near.fna	GCA_900199385.1	0.50	0.10	near	present	0.105811	GCA_018118585.1	True	0.153904	GCA_018118585.1	True
GCA_900199385.1~c0.50~g0.20~far.fna	GCA_900199385.1	0.50	0.20	far	present	0.082409	GCA_029910535.1	False	0.191959	GCA_029910535.1	False
GCA_900199385.1~c0.50~g0.20~far.fna	GCA_900199385.1	0.50	0.20	far	absent	0.163220	GCA_900176495.1	True	0.042715	GCA_018118585.1	True
GCA_900199385.1~c0.50~g0.20~near.fna	GCA_900199385.1	0.50	0.20	near	present	0.081965	GCA_018118585.1	True	0.236314	GCA_018118585.1	True
GCA_900199385.1~c0.30~g0.00~none.fna	GCA_900199385.1	0.30	0.00	none	present	0.179364	GCA_018118585.1	True	0.050830	GCA_018118585.1	True
GCA_900199385.1~c0.30~g0.00~none.fna	GCA_900199385.1	0.30	0.00	none	absent	0.179364	GCA_018118585.1	True	0.050830	GCA_018118585.1	True
GCA_900199385.1~c0.30~g0.10~far.fna	GCA_900199385.1	0.30	0.10	far	present	0.125222	GCA_029910535.1	False	0.113259	GCA_029910535.1	False
GCA_900199385.1~c0.30~g0.10~far.fna	GCA_900199385.1	0.30	0.10	far	absent	0.181002	GCA_018118585.1	True	0.044956	GCA_018118585.1	True
GCA_900199385.1~c0.30~g0.10~near.fna	GCA_900199385.1	0.30	0.10	near	present	0.119800	GCA_018118585.1	True	0.162540	GCA_018118585.1	True
GCA_900199385.1~c0.30~g0.20~far.fna	GCA_900199385.1	0.30	0.20	far	present	0.091152	GCA_029910535.1	False	0.213292	GCA_029910535.1	False
GCA_900199385.1~c0.30~g0.20~far.fna	GCA_900199385.1	0.30	0.20	far	absent	0.183572	GCA_018118585.1	True	0.038876	GCA_018118585.1	True
GCA_900199385.1~c0.30~g0.20~near.fna	GCA_900199385.1	0.30	0.20	near	present	0.095286	GCA_900176495.1	True	0.247597	GCA_018118585.1	True
GCA_900199385.1~c0.20~g0.00~none.fna	GCA_900199385.1	0.20	0.00	none	present	0.202933	GCA_018118585.1	True	0.043313	GCA_018118585.1	True
GCA_900199385.1~c0.20~g0.00~none.fna	GCA_900199385.1	0.20	0.00	none	absent	0.202933	GCA_018118585.1	True	0.043313	GCA_018118585.1	True
GCA_900199385.1~c0.20~g0.10~far.fna	GCA_900199385.1	0.20	0.10	far	present	0.140603	GCA_029910535.1	False	0.111637	GCA_029910535.1	False
GCA_900199385.1~c0.20~g0.10~far.fna	GCA_900199385.1	0.20	0.10	far	absent	0.203604	GCA_018118585.1	True	0.039112	GCA_018118585.1	True
GCA_900199385.1~c0.20~g0.10~near.fna	GCA_900199385.1	0.20	0.10	near	present	0.141653	GCA_900176495.1	True	0.143119	GCA_018118585.1	True
GCA_900199385.1~c0.20~g0.20~far.fna	GCA_900199385.1	0.20	0.20	far	present	0.106845	GCA_029910535.1	False	0.206275	GCA_029910535.1	False
GCA_900199385.1~c0.20~g0.20~far.fna	GCA_900199385.1	0.20	0.20	far	absent	0.198488	GCA_055387075.1	False	0.034809	GCA_018118585.1	True
GCA_900199385.1~c0.20~g0.20~near.fna	GCA_900199385.1	0.20	0.20	near	present	0.112152	GCA_900176495.1	True	0.240039	GCA_018118585.1	True
GCA_900199385.1~c0.10~g0.00~none.fna	GCA_900199385.1	0.10	0.00	none	present	0.223483	GCA_900176495.1	True	0.048328	GCA_900176495.1	True
GCA_900199385.1~c0.10~g0.00~none.fna	GCA_900199385.1	0.10	0.00	none	absent	0.223483	GCA_900176495.1	True	0.048328	GCA_900176495.1	True
GCA_900199385.1~c0.10~g0.10~far.fna	GCA_900199385.1	0.10	0.10	far	present	0.160465	GCA_029910535.1	False	0.120542	GCA_029910535.1	False
GCA_900199385.1~c0.10~g0.10~far.fna	GCA_900199385.1	0.10	0.10	far	absent	0.224525	GCA_018118585.1	True	0.042481	GCA_018118585.1	True
GCA_900199385.1~c0.10~g0.10~near.fna	GCA_900199385.1	0.10	0.10	near	present	0.158630	GCA_900176495.1	True	0.168587	GCA_018118585.1	True
GCA_900199385.1~c0.10~g0.20~far.fna	GCA_900199385.1	0.10	0.20	far	present	0.128138	GCA_029910535.1	False	0.215363	GCA_029910535.1	False
GCA_900199385.1~c0.10~g0.20~far.fna	GCA_900199385.1	0.10	0.20	far	absent	0.219531	GCA_055387075.1	False	0.038321	GCA_018118585.1	True
GCA_900199385.1~c0.10~g0.20~near.fna	GCA_900199385.1	0.10	0.20	near	present	0.131826	GCA_900176495.1	True	0.266853	GCA_018118585.1	True
GCA_900176495.1~c1.00~g0.00~none.fna	GCA_900176495.1	1.00	0.00	none	present	0.144959	GCA_018128945.1	True	0.047509	GCA_018128945.1	True
GCA_900176495.1~c1.00~g0.00~none.fna	GCA_900176495.1	1.00	0.00	none	absent	0.144959	GCA_018128945.1	True	0.047509	GCA_018128945.1	True
GCA_900176495.1~c1.00~g0.10~far.fna	GCA_900176495.1	1.00	0.10	far	present	0.114974	GCA_020166415.1	False	0.102137	GCA_042661365.1	False
GCA_900176495.1~c1.00~g0.10~far.fna	GCA_900176495.1	1.00	0.10	far	absent	0.147304	GCA_018128945.1	True	0.042931	GCA_018128945.1	True
GCA_900176495.1~c1.00~g0.10~near.fna	GCA_900176495.1	1.00	0.10	near	present	0.089310	GCA_018128945.1	True	0.144853	GCA_018128945.1	True
GCA_900176495.1~c1.00~g0.20~far.fna	GCA_900176495.1	1.00	0.20	far	present	0.078259	GCA_020166415.1	False	0.205110	GCA_042661365.1	False
GCA_900176495.1~c1.00~g0.20~far.fna	GCA_900176495.1	1.00	0.20	far	absent	0.141125	GCA_019693445.1	False	0.050645	GCA_019693445.1	False
GCA_900176495.1~c1.00~g0.20~near.fna	GCA_900176495.1	1.00	0.20	near	present	0.064966	GCA_900199385.1	True	0.228848	GCA_018128945.1	True
GCA_900176495.1~c0.90~g0.00~none.fna	GCA_900176495.1	0.90	0.00	none	present	0.145341	GCA_018128945.1	True	0.049569	GCA_018128945.1	True
GCA_900176495.1~c0.90~g0.00~none.fna	GCA_900176495.1	0.90	0.00	none	absent	0.145341	GCA_018128945.1	True	0.049569	GCA_018128945.1	True
GCA_900176495.1~c0.90~g0.10~far.fna	GCA_900176495.1	0.90	0.10	far	present	0.116457	GCA_020166415.1	False	0.103618	GCA_042661365.1	False
GCA_900176495.1~c0.90~g0.10~far.fna	GCA_900176495.1	0.90	0.10	far	absent	0.147304	GCA_018128945.1	True	0.045014	GCA_018128945.1	True
GCA_900176495.1~c0.90~g0.10~near.fna	GCA_900176495.1	0.90	0.10	near	present	0.092446	GCA_900199385.1	True	0.142340	GCA_018128945.1	True
GCA_900176495.1~c0.90~g0.20~far.fna	GCA_900176495.1	0.90	0.20	far	present	0.080492	GCA_020166415.1	False	0.208291	GCA_042661365.1	False
GCA_900176495.1~c0.90~g0.20~far.fna	GCA_900176495.1	0.90	0.20	far	absent	0.149356	GCA_019693445.1	False	0.044811	GCA_019693445.1	False
GCA_900176495.1~c0.90~g0.20~near.fna	GCA_900176495.1	0.90	0.20	near	present	0.066797	GCA_900199385.1	True	0.230375	GCA_018128945.1	True
GCA_900176495.1~c0.70~g0.00~none.fna	GCA_900176495.1	0.70	0.00	none	present	0.150849	GCA_018128945.1	True	0.050924	GCA_018128945.1	True
