accession	taxid	organism	species_name	species_taxid	taxcheck	completeness	contamination	level	length	n_contigs	paired_gcf
GCA_000262345.1	1565415	Streptomyces xiaopingdaonensis	Streptomyces xiaopingdaonensis	1565415	OK	99.45	0.63	Contig	6466982	385	GCF_000262345.1
GCA_000265295.1	760154	Sulfurospirillum barnesii SES-3	Sulfurospirillum barnesii	44674	OK	99.67	0.08	Complete Genome	2510109	1	GCF_000265295.1
GCA_000297055.2	1163617	Sulfuricella denitrificans skB26	Sulfuricella denitrificans	649841	OK	87.54	5.66	Complete Genome	3217213	2	GCF_000297055.2
GCA_000378405.1	1265507	Succinimonas amylolytica DSM 2873	Succinimonas amylolytica	83769	OK	99.53	0.32	Scaffold	3964271	152	GCF_000378405.1
GCA_000381025.1	1123321	Streptomyces sulphureus DSM 40104	Streptomyces sulphureus	47758	OK	100	0.23	Scaffold	7104952	34	GCF_000381025.1
GCA_000384135.1	1069080	Succinispira mobilis DSM 6222	Succinispira mobilis	78120	OK	99.61	0.59	Scaffold	2085243	3	GCF_000384135.1
GCA_000425625.1	1292027	Stutzerimonas azotifigens DSM 17556	Stutzerimonas azotifigens	291995	OK	99.01	0.59	Scaffold	5017423	100	GCF_000425625.1
GCA_000445475.1	1172190	Sulfurimonas hongkongensis	Sulfurimonas hongkongensis	1172190	OK	95.26	1.69	Contig	2302023	28	GCF_000445475.1
GCA_000495915.1	1263865	Stutzerimonas chloritidismutans AW-1	Stutzerimonas chloritidismutans	203192	OK	93.84	4.52	Contig	5056349	77	GCF_000495915.1
GCA_000512235.1	909663	Syntrophorhabdus aromaticivorans UI	Syntrophorhabdus aromaticivorans	328301	OK	98.28	6.9	Scaffold	3759482	70	GCF_000512235.1
GCA_000568815.1	1150621	Sulfurospirillum multivorans DSM 12446	Sulfurospirillum multivorans	66821	OK	96.12	6.56	Complete Genome	3175729	1	GCF_000568815.1
GCA_000597725.1	1123326	Sulfurospirillum arcachonense DSM 9755	Sulfurospirillum arcachonense	57666	OK	99.32	1.04	Scaffold	2656384	43	GCF_000597725.1
GCA_000619805.1	1123325	Sulfurihydrogenibium subterraneum DSM 15120	Sulfurihydrogenibium subterraneum	171121	OK	98.84	0.15	Scaffold	1610181	17	GCF_000619805.1
GCA_000622325.1	1342299	Sulfitobacter geojensis	Sulfitobacter geojensis	1342299	OK	93.41	3.99	Contig	4229467	5	GCF_000622325.1
GCA_000622345.1	1443112	Sulfitobacter mediterraneus KCTC 32188	Sulfitobacter mediterraneus	83219	OK	90.54	9.53	Contig	4131080	31	GCF_000622345.1
GCA_000622365.1	1342302	Sulfitobacter noctilucae	Sulfitobacter noctilucae	1342302	OK	94.07	2.34	Contig	3914541	14	GCF_000622365.1
GCA_000622385.1	1342301	Sulfitobacter noctilucicola	Sulfitobacter noctilucicola	1342301	OK	91.46	2.34	Contig	4085976	8	GCF_000622385.1
GCA_000622405.1	1300350	Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	Sulfitobacter donghicola	421000	OK	87.34	4.85	Contig	3540159	9	GCF_000622405.1
GCA_000622425.1	1443111	Sulfitobacter guttiformis KCTC 32187	Sulfitobacter guttiformis	74349	OK	91.58	7.14	Contig	3976672	4	GCF_000622425.1
GCA_000661915.1	3022791	Stutzerimonas decontaminans	Stutzerimonas decontaminans	3022791	OK	100	0.84	Complete Genome	4833395	2	GCF_000661915.1
GCA_000712275.1	1300350	Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	Sulfitobacter donghicola	421000	OK	87.29	4.74	Contig	3513202	92	GCF_000712275.1
GCA_000712295.1	2754	Synergistes jonesii	Synergistes jonesii	2754	OK	99.12	2.63	Contig	2741240	60	GCF_000712295.1
GCA_000715605.1	195801	Streptomyces speibonae	Streptomyces speibonae		OK			Scaffold	8761485	3689	
GCA_000716445.1	43759	Streptomyces wedmorensis	Streptomyces wedmorensis	43759	OK	99.91	0.99	Contig	9380839	259	GCF_000716445.1
GCA_000716805.1	66378	Streptomyces yerevanensis	Streptomyces yerevanensis	66378	Inconclusive	99.91	1.2	Contig	10925884	323	GCF_000716805.1
GCA_000717745.1	66377	Streptomyces violens	Streptomyces violens	66377	OK	99.46	2.9	Contig	7941520	64	GCF_000717745.1
GCA_000717995.1	284042	Streptomyces violaceorubidus	Streptomyces violaceorubidus	284042	OK	100		Contig	7651467	282	GCF_000717995.1
GCA_000718635.1	67373	Streptomyces varsoviensis	Streptomyces varsoviensis	67373	OK	99.67	4.21	Contig	8588807	118	GCF_000718635.1
GCA_000719255.1	67373	Streptomyces varsoviensis	Streptomyces varsoviensis	67373	OK	99.39	3.98	Contig	8595093	155	GCF_000719255.1
GCA_000720455.1	1961	Streptomyces virginiae	Streptomyces virginiae	1961	OK	100	1.14	Contig	8318538	133	GCF_000720455.1
GCA_000721075.1	2002	Streptosporangium amethystogenes	Streptosporangium amethystogenes	2002	Inconclusive	85.46	6.28	Contig	9441077	229	GCF_000721075.1
GCA_000725805.1	67385	Streptomyces xanthophaeus	Streptomyces xanthophaeus	67385	OK	99.87	1.26	Scaffold	8621934	174	GCF_000725805.1
GCA_000757425.2	642227	Tatumella morbirosei	Tatumella morbirosei	642227	OK	99.04	2.2	Scaffold	4413398	6	GCF_000757425.2
GCA_000813325.1	1349788	Sulfurospirillum cavolei NBRC 109482	Sulfurospirillum cavolei	366522	OK	95.46	12.46	Contig	2833185	27	GCF_000813325.1
GCA_000818015.1	1123016	Stutzerimonas balearica DSM 6083	Stutzerimonas balearica	74829	OK	99.34	0.94	Complete Genome	4383480	1	GCF_000818015.1
GCA_000828635.1	1223802	Sulfuritalea hydrogenivorans sk43H	Sulfuritalea hydrogenivorans	748811	OK	89.62	8.76	Complete Genome	3802648	1	GCF_000828635.1
GCA_000830005.1	362257	Streptomyces vietnamensis	Streptomyces vietnamensis	362257	OK	99.91	2.19	Complete Genome	9153777	2	GCF_000830005.1
GCA_000946815.1	499207	Syntrophaceticus schinkii	Syntrophaceticus schinkii	499207	OK	75.38	6.54	Contig	3166921	301	GCF_000946815.1
GCA_000955965.1	284040	Streptomyces variegatus	Streptomyces variegatus	284040	Inconclusive	100		Contig	8775595	233	GCF_000955965.1
GCA_000963885.1	1231623	Tanticharoenia sakaeratensis NBRC 103193	Tanticharoenia sakaeratensis	444053	OK	99.62	1.07	Contig	3506749	94	GCF_000963885.1
GCA_000983115.1	690567	Syntrophomonas zehnderi OL-4	Syntrophomonas zehnderi	404335	OK	91.59	9.12	Scaffold	2944717	90	GCF_000983115.1
GCA_000987835.1	206403	Sulfurovum lithotrophicum	Sulfurovum lithotrophicum	206403	OK	97.8	3	Complete Genome	2217891	1	GCF_000987835.1
GCA_000993785.3	408015	Streptomyces xiamenensis	Streptomyces xiamenensis	408015	OK	95.68	0.13	Complete Genome	5961402	1	GCF_000993785.3
GCA_001005295.1	1648182	Streptomyces yangpuensis	Streptomyces yangpuensis	1648182	OK	99.62	1.29	Scaffold	7646853	93	GCF_001005295.1
GCA_001006485.1	28112	Tannerella forsythia	Tannerella forsythia	28112	OK	97.8	2.48	Contig	3281748	141	GCF_001006485.1
GCA_001270965.1	1409788	Sunxiuqinia dokdonensis	Sunxiuqinia dokdonensis	1409788	OK	98.12	4.14	Contig	4962831	225	GCF_001270965.1
GCA_001311885.1	1294023	Syntrophomonas palmitatica JCM 14374	Syntrophomonas palmitatica	402877	OK	78.92	4.24	Contig	2581434	61	GCF_001311885.1
GCA_001419745.1	545123	Streptomyces silaceus	Streptomyces silaceus	545123	Inconclusive	97.47	2.08	Scaffold	8744139	805	GCF_001419745.1
GCA_001419765.1	68276	Streptomyces torulosus	Streptomyces torulosus	68276	OK	94.76	1.42	Scaffold	9848803	1127	GCF_001419765.1
GCA_001493375.1	498367	Streptomyces specialis	Streptomyces specialis	498367	OK	90.94	1.33	Scaffold	5884160	168	GCF_001493375.1
GCA_001514035.1	67386	Streptomyces yokosukanensis	Streptomyces yokosukanensis	67386	OK	99.81	1.31	Scaffold	10159272	188	GCF_001514035.1
GCA_001570625.1	378794	Syntrophomonas wolfei subsp. methylbutyratica	Syntrophomonas wolfei	863	OK	98.72	3.25	Contig	3191472	92	GCF_001570625.1
GCA_001591425.1	1314751	Sutcliffiella cohnii NBRC 15565	Sutcliffiella cohnii	33932	OK	98.9	1.72	Contig	4897256	206	GCF_001591425.1
GCA_001595645.1	1630136	Sulfurovum riftiae	Sulfurovum riftiae	1630136	OK	99.08	2.76	Contig	2374692	72	GCF_001595645.1
GCA_001704635.1	67365	Streptomyces sparsogenes	Streptomyces sparsogenes	67365	OK	97.25	1.26	Contig	8907947	276	GCF_001704635.1
GCA_001723605.1	1193502	Sulfurospirillum halorespirans DSM 13726	Sulfurospirillum halorespirans	194424	OK	95.68	7.51	Complete Genome	3029840	1	GCF_001723605.1
GCA_001757465.1	2754	Synergistes jonesii	Synergistes jonesii	2754	OK	98.99	1.25	Contig	2636529	67	GCF_001757465.1
GCA_001757485.1	2754	Synergistes jonesii	Synergistes jonesii	2754	OK	98.99	1.88	Contig	2635946	71	GCF_001757485.1
GCA_001886735.1	1917485	Sulfitobacter alexandrii	Sulfitobacter alexandrii	1917485	OK	89.03	5.5	Complete Genome	4691010	6	GCF_001886735.1
GCA_001887775.1	1842532	Syntrophotalea acetylenivorans	Syntrophotalea acetylenivorans	1842532	OK	97.32	2.12	Complete Genome	3218469	1	GCF_001887775.1
GCA_001888165.1	29542	Syntrophotalea acetylenica	Syntrophotalea acetylenica	29542	OK	92.32	0.95	Complete Genome	3206049	2	GCF_001888165.1
GCA_001889065.1	279832	Suttonella ornithocola	Suttonella ornithocola	279832	OK	94.59	8.44	Contig	2519568	367	GCF_001889065.1
GCA_001890385.1	1921510	Tardibacter chloracetimidivorans	Tardibacter chloracetimidivorans	1921510	OK	77.45	1.79	Complete Genome	3787976	5	GCF_001890385.1
GCA_001969965.1	1331668	Streptomyces sparsogenes DSM 40356	Streptomyces sparsogenes	67365	OK	97.77	1.01	Contig	9699678	646	GCF_001969965.1
GCA_002019665.1	79882	Sutcliffiella halmapala	Sutcliffiella halmapala	79882	OK	99.03	1.4	Scaffold	4701879	5	GCF_002019665.1
GCA_002078235.1	67581	Streptomyces viridosporus	Streptomyces viridosporus	67581	OK	94.98	0.64	Scaffold	8097217	1072	GCF_002078235.1
GCA_002148965.1	487165	Streptomyces swartbergensis	Streptomyces swartbergensis	487165	OK	98.3	0.04	Scaffold	9204779	872	GCF_002148965.1
GCA_002149035.1	569862	Streptosporangium minutum	Streptosporangium minutum	569862	OK	94.26	3.29	Scaffold	9581188	550	GCF_002149035.1
GCA_002155905.1	68277	Streptomyces tricolor	Streptomyces tricolor	68277	Inconclusive	95.88	2.31	Scaffold	8832356	1217	GCF_002155905.1
GCA_002155915.1	1934	Streptomyces thermovulgaris	Streptomyces thermovulgaris	1934	Inconclusive	95.45	1.1	Scaffold	6021617	651	GCF_002155915.1
GCA_002163585.1	53336	Tatumella citrea	Tatumella citrea	53336	OK	100	0.83	Complete Genome	4491252	2	GCF_002163585.1
GCA_002250055.1	33932	Sutcliffiella cohnii	Sutcliffiella cohnii	33932	OK	98.9	1.72	Complete Genome	4899141	1	GCF_002250055.1
GCA_002287355.1	1484056	Tamilnaduibacter salinus	Tamilnaduibacter salinus	1484056	OK	91.4	1.5	Contig	3492795	197	GCF_002287355.1
GCA_002355415.1	1675686	Sulfurifustis variabilis	Sulfurifustis variabilis	1675686	OK	96.07	1.07	Complete Genome	3958814	1	GCF_002355415.1
GCA_002355735.1	1620215	Sulfuricaulis limicola	Sulfuricaulis limicola	1620215	OK	96.03	0.84	Complete Genome	2864672	1	GCF_002355735.1
GCA_002890935.1	2968969	Stutzerimonas frequens	Stutzerimonas frequens	2968969	OK	99.67	0.51	Contig	4380392	7	GCF_002890935.1
GCA_002891015.1	2968968	Stutzerimonas degradans	Stutzerimonas degradans	2968968	OK	100	0.17	Contig	4020773	20	GCF_002891015.1
GCA_002900975.1	909926	Tabrizicola aquatica	Tabrizicola aquatica	909926	OK	99.41		Contig	3870427	12	GCF_002900975.1
GCA_002915575.1	2022662	Superficieibacter electus	Superficieibacter electus	2022662	OK	100		Contig	5680147	89	GCF_002915575.1
GCA_002951815.1	338644	Sulfobacillus thermotolerans	Sulfobacillus thermotolerans	338644	OK	85.22	6.9	Complete Genome	3317203	1	
GCA_002982015.1	2100817	Streptomyces solincola	Streptomyces solincola	2100817	OK	96.29	0.38	Scaffold	6414515	755	GCF_002982015.1
GCA_003011125.1	1910958	Synechococcus lacustris str. Tous	Synechococcus lacustris	2116544	OK	96.86	1.53	Scaffold	2668880	307	GCF_003011125.1
GCA_003014535.1	1434707	Taibaiella chishuiensis	Taibaiella chishuiensis	1434707	OK	94.87	3.79	Scaffold	5841105	26	GCF_003014535.1
GCA_003054325.1	83219	Sulfitobacter mediterraneus	Sulfitobacter mediterraneus	83219	OK	90.54	9.53	Contig	4099776	39	GCF_003054325.1
GCA_003096655.1	1484056	Tamilnaduibacter salinus	Tamilnaduibacter salinus	1484056	OK	95.21	1.35	Scaffold	3400134	27	GCF_003096655.1
GCA_003097515.1	2174846	Streptomyces tirandamycinicus	Streptomyces tirandamycinicus	2174846	OK	99.15		Complete Genome	7289495	1	GCF_003097515.1
GCA_003122365.1	1690221	Streptomyces spongiicola	Streptomyces spongiicola	1690221	OK	99.53	0.05	Complete Genome	7180417	1	GCF_003122365.1
GCA_003144315.1	1765684	Sulfoacidibacillus thermotolerans	Sulfoacidibacillus thermotolerans	1765684	OK	93.73	1.36	Contig	2873735	135	GCF_003144315.1
GCA_003270085.1	2182797	Streptomyces triticisoli	Streptomyces triticisoli	2182797	OK	98.22	0.93	Contig	6844226	298	GCF_003270085.1
GCA_003315195.1	40545	Sutterella wadsworthensis	Sutterella wadsworthensis	40545	OK	98.2	1.41	Scaffold	2934640	79	GCF_003315195.1
GCA_003399685.1	120213	Subtercola boreus	Subtercola boreus	120213	OK	98.21	3.03	Contig	4212750	2	GCF_003399685.1
GCA_003429565.1	2293568	Streptomyces triticagri	Streptomyces triticagri	2293568	OK	99.37	1.14	Scaffold	7471434	240	GCF_003429565.1
GCA_003545695.1	2301235	Taibaiella helva	Taibaiella helva	2301235	OK	93.98	2.51	Contig	4826144	37	GCF_003545695.1
GCA_003545715.1	1268548	Taibaiella koreensis	Taibaiella koreensis	1268548	OK	93.98	2.2	Contig	5945070	27	GCF_003545715.1
GCA_003546865.1	2036206	Suicoccus acidiformans	Suicoccus acidiformans	2036206	OK	99.49	1.01	Complete Genome	2572159	1	GCF_003546865.1
GCA_003568675.1	2315329	Streptomyces sporangiiformans	Streptomyces sporangiiformans	2315329	OK	99.08	2.02	Contig	10364544	352	GCF_003568675.1
GCA_003574395.1	2670345	Tabrizicola thermarum	Tabrizicola thermarum	2670345	OK	99.19	0.1	Scaffold	3653867	83	GCF_003574395.1
GCA_003574785.1	2267839	Taklimakanibacter deserti	Taklimakanibacter deserti	2267839	OK	99.77	2.3	Contig	7390064	102	GCF_003574785.1
GCA_003576695.1	2268456	Taklimakanibacter lacteus	Taklimakanibacter lacteus	2268456	OK	99.77	0.61	Contig	5779501	24	GCF_003576695.1
GCA_003609995.1	2494234	Sutterella megalosphaeroides	Sutterella megalosphaeroides	2494234	OK	86.27	5.67	Complete Genome	2725161	1	GCF_003609995.1
GCA_003610455.1	74349	Sulfitobacter guttiformis	Sulfitobacter guttiformis	74349	OK	91.58	7.21	Contig	3975823	5	GCF_003610455.1
GCA_003640395.1	638269	Stutzerimonas urumqiensis	Stutzerimonas urumqiensis	638269	OK	98.01	1.88	Contig	4074717	18	GCF_003640395.1
GCA_003663955.1	1381557	Sulfurisoma sediminicola	Sulfurisoma sediminicola	1381557	OK	87.21	5.44	Scaffold	2996515	18	GCF_003663955.1
GCA_003696235.1	2483353	Streptomyces triticirhizae	Streptomyces triticirhizae	2483353	OK	94.51	0.81	Scaffold	6563286	430	GCF_003696235.1
GCA_003696285.1	2482751	Stutzerimonas nitrititolerans	Stutzerimonas nitrititolerans	2482751	OK	99.67	0.28	Scaffold	4357823	105	GCF_003696285.1
GCA_003696365.1	1176257	Stutzerimonas zhaodongensis	Stutzerimonas zhaodongensis	1176257	OK	99.67	0.65	Contig	4668208	27	GCF_003696365.1
GCA_003851125.1	1559896	Sulfuriferula multivorans	Sulfuriferula multivorans	1559896	OK	90.56	9.68	Scaffold	3619383	92	GCF_003851125.1
GCA_003864975.1	1781211	Sulfuriferula thiophila	Sulfuriferula thiophila	1781211	OK	88.98	5.63	Scaffold	2834181	55	GCF_003864975.1
GCA_003864995.1	1706046	Sulfurirhabdus autotrophica	Sulfurirhabdus autotrophica	1706046	OK	91.04	7.47	Scaffold	3878683	178	GCF_003864995.1
GCA_003865015.1	1381557	Sulfurisoma sediminicola	Sulfurisoma sediminicola	1381557	OK	87.21	5.44	Contig	2995111	8	GCF_003865015.1
GCA_003940805.1	2494374	Tabrizicola piscis	Tabrizicola piscis	2494374	OK	99.22	0.17	Complete Genome	4387422	5	GCF_003940805.1
GCA_003967195.1	1811807	Sulfuriflexus mobilis	Sulfuriflexus mobilis	1811807	OK	96.08	4.05	Complete Genome	3111340	1	GCF_003967195.1
GCA_003967275.1	1914471	Sulfuritortus calidifontis	Sulfuritortus calidifontis	1914471	OK	86.17	4.79	Complete Genome	2720636	1	GCF_003967275.1
GCA_003999195.1	2487275	Streptomyces soli	Streptomyces soli	2487275	OK	98.58	3.61	Contig	9397553	412	GCF_003999195.1
GCA_004001245.1	1972068	Sulfurivermis fontis	Sulfurivermis fontis	1972068	OK	97.75	0.75	Complete Genome	3246214	1	GCF_004001245.1
GCA_004122735.1	67364	Streptomyces sioyaensis	Streptomyces sioyaensis	67364	OK	99.53	1.17	Contig	7847945	289	GCF_004122735.1
GCA_004327335.1	2211392	Stutzerimonas kirkiae	Stutzerimonas kirkiae	2211392	OK	97.65	0.17	Contig	4353628	85	GCF_004327335.1
GCA_004340875.1	1262583	Tamaricihabitans halophyticus	Tamaricihabitans halophyticus	1262583	OK	99.73		Contig	6397398	50	GCF_004340875.1
GCA_004346085.1	1914471	Sulfuritortus calidifontis	Sulfuritortus calidifontis	1914471	OK	86.17	4.79	Contig	2680758	34	GCF_004346085.1
GCA_004346685.1	1706046	Sulfurirhabdus autotrophica	Sulfurirhabdus autotrophica	1706046	OK	91.37	7.15	Contig	3861719	59	GCF_004346685.1
GCA_004363655.1	520092	Tahibacter aquaticus	Tahibacter aquaticus	520092	OK	99.81	2.78	Scaffold	7269264	98	GCF_004363655.1
GCA_004762095.1	2528036	Tabrizicola caldifontis	Tabrizicola caldifontis	2528036	OK	99.41	0.1	Contig	3478491	53	GCF_004762095.1
GCA_004923255.1	2056433	Subtercola vilae	Subtercola vilae	2056433	OK	98.97	1.29	Contig	4043135	103	GCF_004923255.1
GCA_005217605.1	2574727	Sulfurimonas crateris	Sulfurimonas crateris	2574727	OK	96.75	4.46	Contig	2209279	11	GCF_005217605.1
GCA_005405945.1	68280	Streptomyces violaceusniger	Streptomyces violaceusniger	68280	OK	72.17	1.23	Contig	11744825	3	GCF_005405945.1
GCA_005517195.1	3051092	Streptomyces vilmorinianum	Streptomyces vilmorinianum	3051092	OK	99.87	1.17	Complete Genome	7646296	1	GCF_005517195.1
GCA_005768555.2	2315329	Streptomyces sporangiiformans	Streptomyces sporangiiformans	2315329	OK	99.08	2.02	Scaffold	10364704	353	GCF_005768555.2
GCA_005869865.1	2382123	Streptomyces tibetensis	Streptomyces tibetensis	2382123	OK	99.24	0.39	Contig	8993737	79	GCF_005869865.1
GCA_005876855.1	1056496	Stutzerimonas nosocomialis	Stutzerimonas nosocomialis	1056496	OK	99.64	1.1	Contig	4755882	86	GCF_005876855.1
GCA_005887615.1	2562655	Sulfitobacter sabulilitoris	Sulfitobacter sabulilitoris	2562655	OK	89.43	3.26	Contig	3946185	19	GCF_005887615.1
GCA_006337085.1	2584944	Sutterella faecalis	Sutterella faecalis	2584944	OK	93.4	5.08	Complete Genome	2987884	1	GCF_006337085.1
GCA_006385365.1	28112	Tannerella forsythia	Tannerella forsythia	28112	OK	98.03	2.71	Scaffold	3296274	115	GCF_006385365.1
GCA_006539505.1	284043	Streptomyces spinoverrucosus	Streptomyces spinoverrucosus	284043	OK	99.91	2.08	Contig	9220073	218	GCF_006539505.1
GCA_006542355.1	1293412	Swingsia samuiensis	Swingsia samuiensis	1293412	OK	98.61		Complete Genome	2193407	2	GCF_006542355.1
GCA_006716115.1	120213	Subtercola boreus	Subtercola boreus	120213	OK	98.45	3.03	Contig	4214389	2	GCF_006716115.1
GCA_007655005.1	2382123	Streptomyces tibetensis	Streptomyces tibetensis	2382123	OK	99.24	0.39	Contig	8993737	79	GCF_007655005.1
GCA_007747995.1	2527995	Symmachiella dynata	Symmachiella dynata	2527995	OK	98.68	2.7	Complete Genome	7767809	1	GCF_007747995.1
GCA_007860075.1	2527985	Symmachiella macrocystis	Symmachiella macrocystis	2527985	OK	98.68	2.01	Scaffold	7574949	8	GCF_007860075.1
GCA_007992375.1	171865	Sulfuriferula plumbiphila	Sulfuriferula plumbiphila	171865	OK	90.24	8.34	Contig	3384554	86	GCF_007992375.1
GCA_007997225.1	291179	Subsaximicrobium wynnwilliamsii	Subsaximicrobium wynnwilliamsii	291179	OK	99.89	0.32	Contig	4902167	133	GCF_007997225.1
GCA_008271465.1	2593021	Tabrizicola flagellatus	Tabrizicola flagellatus	2593021	OK	99.85	0.2	Contig	3616516	42	GCF_008271465.1
GCA_008386495.1	2569858	Streptomyces tailanensis	Streptomyces tailanensis	2569858	OK	99.81	1.64	Scaffold	10008136	273	GCF_008386495.1
GCA_008629695.1	2608001	Taibaiella lutea	Taibaiella lutea	2608001	OK	92	1.28	Scaffold	4274274	9	GCF_008629695.1
GCA_008639165.1	953739	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae	54571	OK	99.91	0.95	Complete Genome	8223505	1	GCF_008639165.1
GCA_008704535.1	36818	Streptomyces subrutilus	Streptomyces subrutilus	36818	OK	99.53	0.69	Complete Genome	7604974	1	GCF_008704535.1
GCA_008704795.1	68270	Streptomyces spectabilis	Streptomyces spectabilis	68270	OK	99.15	0.88	Complete Genome	9807160	1	GCF_008704795.1
GCA_008704935.1	1960	Streptomyces vinaceus	Streptomyces vinaceus	1960	OK	99.91	0.95	Complete Genome	7673509	1	GCF_008704935.1
GCA_008868685.1	2651189	Streptomyces triticiradicis	Streptomyces triticiradicis	2651189	OK	99.62	0.7	Scaffold	9921301	135	GCF_008868685.1
GCA_009068765.1	2509341	Sulfurimonas hydrogeniphila	Sulfurimonas hydrogeniphila	2509341	OK	95.76	3.01	Complete Genome	2342011	1	GCF_009068765.1
GCA_009192995.1	2508707	Sulfurimonas indica	Sulfurimonas indica	2508707	OK	95.53	3.7	Contig	2093483	52	GCF_009192995.1
GCA_009258045.1	2590021	Sulfurimonas xiamenensis	Sulfurimonas xiamenensis	2590021	OK	91.26	3.11	Complete Genome	1916242	1	GCF_009258045.1
GCA_009258225.1	2590022	Sulfurimonas lithotrophica	Sulfurimonas lithotrophica	2590022	OK	94.02	7.59	Complete Genome	2415083	2	GCF_009258225.1
GCA_009377185.1	565072	Streptomyces spongiae	Streptomyces spongiae	565072	OK	98.48	1.23	Contig	11307761	1115	GCF_009377185.1
GCA_009604385.1	2585196	Streptomyces smaragdinus	Streptomyces smaragdinus	2585196	OK	99.91	0.51	Contig	7857212	106	GCF_009604385.1
GCA_009696485.1	2606628	Suipraeoptans intestinalis	Suipraeoptans intestinalis	2606628	OK	95.94	1.64	Contig	2597142	44	GCF_009696485.1
GCA_009709575.1	2569853	Streptomyces taklimakanensis	Streptomyces taklimakanensis	2569853	OK	98.47	0.34	Contig	6136714	3	GCF_009709575.1
GCA_009755605.1	2681492	Streptomyces typhae	Streptomyces typhae	2681492	OK	99.34	1.39	Scaffold	9812178	69	GCF_009755605.1
GCA_009811635.1	47759	Streptomyces tubercidicus	Streptomyces tubercidicus	47759	OK	99.57	1.33	Contig	7928609	3	GCF_009811635.1
GCA_009847015.1	2692584	Sunxiuqinia indica	Sunxiuqinia indica	2692584	OK	98.05	4.82	Scaffold	5250885	44	GCF_009847015.1
GCA_009937995.1	2675298	Sulfuriferula nivalis	Sulfuriferula nivalis	2675298	OK	87.24	6.19	Complete Genome	3435893	3	GCF_009937995.1
GCA_009938015.1	171865	Sulfuriferula plumbiphila	Sulfuriferula plumbiphila	171865	OK	90.24	8.7	Complete Genome	3452774	1	GCF_009938015.1
GCA_010667575.1	2698830	Sulfitobacter sediminilitoris	Sulfitobacter sediminilitoris	2698830	OK	90.58	7.9	Contig	4858241	99	GCF_010667575.1
GCA_010681825.2	2707525	Sulfuriroseicoccus oceanibius	Sulfuriroseicoccus oceanibius	2707525	OK	99.71	1.67	Complete Genome	3496488	1	GCF_010681825.2
GCA_011008935.1	2710650	Tabrizicola oligotrophica	Tabrizicola oligotrophica	2710650	OK	99.27	0.15	Contig	3850476	62	GCF_011008935.1
GCA_011045025.1	1775131	Streptomyces ureilyticus	Streptomyces ureilyticus	1775131	OK	99.81	1.39	Scaffold	10480775	533	GCF_011045025.1
GCA_011764585.1	2715678	Sulfurimicrobium lacus	Sulfurimicrobium lacus	2715678	OK	89.75	9.88	Complete Genome	3826324	1	GCF_011764585.1
GCA_011769985.3	1854492	Sulfurospirillum diekertiae	Sulfurospirillum diekertiae	1854492	OK	92.83	5.85	Complete Genome	2777717	2	GCF_011769985.2
GCA_012034235.1	66860	Streptomyces thermoviolaceus subsp. thermoviolaceus	Streptomyces thermoviolaceus	1952	OK	99.49	0.47	Contig	5890236	85	GCF_012034235.1
GCA_012034305.1	2720021	Streptomyces telluris	Streptomyces telluris	2720021	OK	98.01	2.34	Contig	8209203	1252	GCF_012034305.1
GCA_012034385.1	2720606	Streptomyces spiramenti	Streptomyces spiramenti	2720606	OK	93.88	0.06	Scaffold	5708881	486	GCF_012034385.1
GCA_012034935.1	2053010	Streptomyces zingiberis	Streptomyces zingiberis	2053010	OK	97.51	2.27	Contig	6491253	72	GCF_012034935.1
GCA_012037625.1	393006	Tamlana crocina	Tamlana crocina	393006	OK	99.68	9.2	Scaffold	3956945	948	GCF_012037625.1
GCA_012396115.1	1134445	Streptomyces somaliensis DSM 40738	Streptomyces somaliensis	78355	OK	98.36	0.2	Contig	4732004	535	GCF_012396115.1
GCA_012933365.1	2729629	Sulfobacillus harzensis	Sulfobacillus harzensis	2729629	OK	83.16	23.49	Contig	4395015	397	GCF_012933365.1
GCA_013328815.1	2161679	Tabrizicola fusiformis	Tabrizicola fusiformis	2161679	OK	98.68	0.1	Contig	4415984	59	GCF_013328815.1
GCA_013346665.1	2741719	Sulfitobacter maritimus	Sulfitobacter maritimus	2741719	OK	88.89	7.63	Scaffold	3785026	40	GCF_013346665.1
GCA_013359755.1	943830	Tardiphaga robiniae	Tardiphaga robiniae	943830	OK	99.64	0.41	Contig	6318076	94	GCF_013359755.1
GCA_013407805.1	1342299	Sulfitobacter geojensis	Sulfitobacter geojensis	1342299	OK	93.41	3.99	Scaffold	4222073	15	GCF_013407805.1
GCA_013409935.1	1260955	Streptosporangium sandarakinum	Streptosporangium sandarakinum	1260955	Inconclusive	83.49	3.27	Contig	7647619	4	GCF_013409935.1
GCA_014191075.1	1816182	Streptosporangium becharense	Streptosporangium becharense	1816182	OK	85.34	5.09	Scaffold	7762257	42	GCF_014191075.1
GCA_014191845.1	67380	Streptomyces violaceus subsp. violarus	Streptomyces violaceus	1936	OK	99.62	0.28	Scaffold	9117994	25	GCF_014191845.1
GCA_014196805.1	1563671	Sulfitobacter undariae	Sulfitobacter undariae	1563671	OK	87.98	6.16	Scaffold	3848036	45	GCF_014196805.1
