accession	taxid	organism	domain	domain_listed	phylum	phylum_taxid	class	class_taxid	order	order_taxid	family	family_taxid	genus	genus_taxid	species	species_taxid	species_name_ncbi	paired_gcf	level	length	n_contigs	completeness	contamination	taxcheck	dup_taxid	strain_dup	no_genus	name_mismatch	taxcheck_bad	low_quality	pass_gold
GCA_003148565.1	378543	Tumebacillus permanentifrigoris	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Alicyclobacillaceae	186823	Tumebacillus	432330	Tumebacillus permanentifrigoris	378543	Tumebacillus permanentifrigoris	GCF_003148565.1	Scaffold	4689798	71	95.5	11.56	OK	0	0	0	0	0	1	0
GCA_003201815.1	401470	Undibacterium pigrum	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Oxalobacteraceae	75682	Undibacterium	401469	Undibacterium pigrum	401470	Undibacterium pigrum	GCF_003201815.1	Scaffold	6407125	52	98.99	1.41	OK	0	0	0	0	0	0	1
GCA_003217295.1	1202712	Ureibacillus chungkukjangi	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Caryophanaceae	186818	Ureibacillus	160795	Ureibacillus chungkukjangi	1202712	Ureibacillus chungkukjangi	GCF_003217295.1	Scaffold	3877942	86	92.76	4.47	OK	1	0	0	0	0	0	1
GCA_003253565.1	644383	Thermosporothrix hazakensis	Bacteria	Bacteria	Chloroflexota	200795	Ktedonobacteria	388447	Ktedonobacterales	388448	Thermosporotrichaceae	768649	Thermosporothrix	768650	Thermosporothrix hazakensis	644383	Thermosporothrix hazakensis	GCF_003253565.1	Scaffold	7282662	95	97.81	3.45	OK	1	0	0	0	0	0	1
GCA_003336745.1	1930763	Thermus caldifontis	Bacteria	Bacteria	Deinococcota	1297	Deinococci	188787	Thermales	68933	Thermaceae	188786	Thermus	270	Thermus caldifontis	1930763	Thermus caldifontis	GCF_003336745.1	Scaffold	2163786	50	97.78	0.37	OK	0	0	0	0	0	0	1
GCA_003337735.1	547122	Thioalbus denitrificans	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Chromatiales	135613	Ectothiorhodospiraceae	72276	Thioalbus	1511694	Thioalbus denitrificans	547122	Thioalbus denitrificans	GCF_003337735.1	Scaffold	4145766	32	93.83	11.28	OK	0	0	0	0	0	1	0
GCA_003350265.1	28094	Trinickia caryophylli	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Burkholderiaceae	119060	Trinickia	2571160	Trinickia caryophylli	28094	Trinickia caryophylli	GCF_003350265.1	Scaffold	6527402	59	98.78	0.51	OK	1	0	0	0	0	0	1
GCA_003351105.1	344616	Thermosipho africanus Ob7	Bacteria	Bacteria	Thermotogota	200918	Thermotogae	188708	Thermotogales	2419	Fervidobacteriaceae	1643950	Thermosipho	2420	Thermosipho africanus	2421	Thermosipho africanus	GCF_003351105.1	Contig	1933435	23	97.72	4.55	OK	0	0	0	0	0	0	1
GCA_003367175.1	2291023	Trinickia dinghuensis	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Burkholderiaceae	119060	Trinickia	2571160	Trinickia dinghuensis	2291023	Trinickia dinghuensis	GCF_003367175.1	Scaffold	7369954	63	99.94	2.83	OK	0	0	0	0	0	0	1
GCA_003367195.1	2292256	Undibacter mobilis	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Hyphomicrobiales	356	Nitrobacteraceae	41294	Undibacter	2946529	Undibacter mobilis	2292256	Undibacter mobilis	GCF_003367195.1	Contig	4098220	4	97.07	0.96	OK	0	0	0	0	0	0	1
GCA_003390925.1	2292265	Trinickia diaoshuihuensis	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Burkholderiaceae	119060	Trinickia	2571160	Trinickia diaoshuihuensis	2292265	Trinickia diaoshuihuensis	GCF_003390925.1	Contig	6700907	90	99.72	3.6	OK	0	0	0	0	0	0	1
GCA_003426945.1	1761908	Thermus sediminis	Bacteria	Bacteria	Deinococcota	1297	Deinococci	188787	Thermales	68933	Thermaceae	188786	Thermus	270	Thermus sediminis	1761908	Thermus sediminis	GCF_003426945.1	Contig	2160271	4	95.58	1.53	OK	0	0	0	0	0	0	1
GCA_003515775.1	2304605	Ureibacillus yapensis	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Caryophanaceae	186818	Ureibacillus	160795	Ureibacillus yapensis	2304605	Ureibacillus yapensis	GCF_003515775.1	Scaffold	3785739	41	93.11	6.59	OK	0	0	0	0	0	1	0
GCA_003555505.2	2016101	Thermosynechococcus sichuanensis E542	Bacteria	Bacteria	Cyanobacteriota	1117	Cyanophyceae	3028117	Acaryochloridales	3079744	Thermosynechococcaceae	2881378	Thermosynechococcus	146785	Thermosynechococcus sichuanensis	3161974	Thermosynechococcus sichuanensis	GCF_003555505.1	Complete Genome	2650294	1	99.86		OK	0	0	0	0	0	1	0
GCA_003605755.1	2306996	Tsuneonella suprasediminis	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Sphingomonadales	204457	Erythrobacteraceae	335929	Tsuneonella	2800686	Tsuneonella suprasediminis	2306996	Tsuneonella suprasediminis	GCF_003605755.1	Scaffold	3304416	26	93.04	8.44	OK	0	0	0	0	0	1	0
GCA_003626755.1	2419782	Ulvibacterium marinum	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Ulvibacterium	2665910	Ulvibacterium marinum	2419782	Ulvibacterium marinum	GCF_003626755.1	Contig	5908984	14	99.51	2.17	OK	0	0	0	0	0	0	1
GCA_003626915.1	2338327	Tsuneonella amylolytica	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Sphingomonadales	204457	Erythrobacteraceae	335929	Tsuneonella	2800686	Tsuneonella amylolytica	2338327	Tsuneonella amylolytica	GCF_003626915.1	Chromosome	2786235	1	94.15	4.09	OK	0	0	0	0	0	0	1
GCA_003628145.1	2419777	Trinickia fusca	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Burkholderiaceae	119060	Trinickia	2571160	Trinickia fusca	2419777	Trinickia fusca	GCF_003628145.1	Scaffold	6104960	52	99.8	0.34	OK	0	0	0	0	0	0	1
GCA_003628435.1	1978490	Ureibacillus endophyticus	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Caryophanaceae	186818	Ureibacillus	160795	Ureibacillus endophyticus	1978490	Ureibacillus endophyticus	GCF_003628435.1	Scaffold	3534833	124	90.17	3.6	OK	0	0	0	0	0	0	1
GCA_003633715.1	240167	Thermovibrio guaymasensis	Bacteria	Bacteria	Aquificota	200783	Aquificia	187857	Desulfurobacteriales	1485951	Desulfurobacteriaceae	558314	Thermovibrio	171868	Thermovibrio guaymasensis	240167	Thermovibrio guaymasensis	GCF_003633715.1	Scaffold	1621718	10	92.59	3.44	OK	0	0	0	0	0	0	1
GCA_003634315.1	69360	Thiocapsa rosea	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Chromatiales	135613	Chromatiaceae	1046	Thiocapsa	1056	Thiocapsa rosea	69360	Thiocapsa rosea	GCF_003634315.1	Contig	6111855	2	99.92	1.22	OK	0	0	0	0	0	0	1
GCA_003667315.2	2267683	Tropicibacter alexandrii	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Rhodobacterales	204455	Roseobacteraceae	2854170	Tropicibacter	599653	Tropicibacter alexandrii	2267683	Tropicibacter alexandrii	GCF_003667315.2	Contig	5042974	86	100		OK	0	0	0	0	0	1	0
GCA_003688405.1	442714	Ulvibacter antarcticus	Bacteria	Bacteria	Bacteroidota	976	Flavobacteriia	117743	Flavobacteriales	200644	Flavobacteriaceae	49546	Ulvibacter	237444	Ulvibacter antarcticus	442714	Ulvibacter antarcticus	GCF_003688405.1	Scaffold	3845875	20	99.68		OK	0	0	0	0	0	1	0
GCA_003688415.1	569599	Umboniibacter marinipuniceus	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Cellvibrionales	1706369	Cellvibrionaceae	1706371	Umboniibacter	745153	Umboniibacter marinipuniceus	569599	Umboniibacter marinipuniceus	GCF_003688415.1	Scaffold	2689440	20	99.44	0.56	OK	0	0	0	0	0	0	1
GCA_003730315.1	292222	Tsuneonella troitsensis	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Sphingomonadales	204457	Erythrobacteraceae	335929	Tsuneonella	2800686	Tsuneonella troitsensis	292222	Tsuneonella troitsensis	GCF_003730315.1	Contig	2890664	9	94.04	4.09	OK	1	0	0	0	0	0	1
GCA_003843835.1	1917811	Tibeticola sediminis	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Comamonadaceae	80864	Tibeticola	1940136	Tibeticola sediminis	1917811	Tibeticola sediminis	GCF_003843835.1	Scaffold	2733067	12	98.2	0.42	OK	0	0	0	0	0	0	1
GCA_003932505.1	585455	Thiohalobacter thiocyanaticus	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Thiohalobacterales	3085109	Thiohalobacteraceae	3085110	Thiohalobacter	1273155	Thiohalobacter thiocyanaticus	585455	Thiohalobacter thiocyanaticus	GCF_003932505.1	Contig	3299615	2	92.47	1.12	OK	0	0	0	0	0	0	1
GCA_003950315.1	1977868	Vagococcus bubulae	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Enterococcaceae	81852	Vagococcus	2737	Vagococcus bubulae	1977868	Vagococcus bubulae	GCF_003950315.1	Contig	2499339	60	96.77	2.04	OK	1	0	0	0	0	0	1
GCA_003958625.1	1708790	Tsuneonella rigui	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Sphingomonadales	204457	Erythrobacteraceae	335929	Tsuneonella	2800686	Tsuneonella rigui	1708790	Tsuneonella rigui	GCF_003958625.1	Contig	2863004	30	93.47	5.92	OK	0	0	0	0	0	1	0
GCA_003987565.1	120370	Vagococcus fessus	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Enterococcaceae	81852	Vagococcus	2737	Vagococcus fessus	120370	Vagococcus fessus	GCF_003987565.1	Contig	2257832	8	95.54	3.09	OK	1	0	0	0	0	0	1
GCA_003987595.1	1160095	Vagococcus entomophilus	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Enterococcaceae	81852	Vagococcus	2737	Vagococcus entomophilus	1160095	Vagococcus entomophilus	GCF_003987595.1	Contig	2444868	7	98.9	1.83	OK	1	0	0	0	0	0	1
GCA_003987645.1	180344	Vagococcus elongatus	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Enterococcaceae	81852	Vagococcus	2737	Vagococcus elongatus	180344	Vagococcus elongatus	GCF_003987645.1	Contig	2879210	55	97.62	5.07	OK	1	0	0	0	0	1	0
GCA_003987655.1	564710	Vagococcus acidifermentans	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Enterococcaceae	81852	Vagococcus	2737	Vagococcus acidifermentans	564710	Vagococcus acidifermentans	GCF_003987655.1	Contig	2862533	40	97.57	3.53	OK	1	0	0	0	0	0	1
GCA_003990895.1	380685	Thermosipho globiformans	Bacteria	Bacteria	Thermotogota	200918	Thermotogae	188708	Thermotogales	2419	Fervidobacteriaceae	1643950	Thermosipho	2420	Thermosipho globiformans	380685	Thermosipho globiformans	GCF_003990895.1	Contig	1934731	75	95.91	7.6	OK	0	0	0	0	0	1	0
GCA_004001325.1	2211106	Thiomicrorhabdus aquaedulcis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Thiotrichales	72273	Piscirickettsiaceae	135616	Thiomicrorhabdus	2039723	Thiomicrorhabdus aquaedulcis	2211106	Thiomicrorhabdus aquaedulcis	GCF_004001325.1	Complete Genome	2537035	2	95.36	0.26	OK	0	0	0	0	0	0	1
GCA_004293625.1	2267253	Thiomicrorhabdus indica	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Thiotrichales	72273	Piscirickettsiaceae	135616	Thiomicrorhabdus	2039723	Thiomicrorhabdus indica	2267253	Thiomicrorhabdus indica	GCF_004293625.1	Complete Genome	2829883	1	99.28	0.29	OK	0	0	0	0	0	0	1
GCA_004307015.1	2509362	Thermus thermamylovorans	Bacteria	Bacteria	Deinococcota	1297	Deinococci	188787	Thermales	68933	Thermaceae	188786	Thermus	270	Thermus thermamylovorans	2509362	Thermus thermamylovorans	GCF_004307015.1	Contig	2250808	54	97.53	1.23	OK	0	0	0	0	0	0	1
GCA_004339085.1	1537524	Thiogranum longum	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Chromatiales	135613	Ectothiorhodospiraceae	72276	Thiogranum	1617886	Thiogranum longum	1537524	Thiogranum longum	GCF_004339085.1	Scaffold	2916906	7	94.84	4.28	OK	0	0	0	0	0	0	1
GCA_004341385.1	252130	Uruburuella suis	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Uruburuella	299568	Uruburuella suis	252130	Uruburuella suis	GCF_004341385.1	Scaffold	2641702	71	99.93	0.45	OK	1	0	0	0	0	0	1
GCA_004342175.1	127458	Thiobaca trueperi	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Chromatiales	135613	Chromatiaceae	1046	Thiobaca	127457	Thiobaca trueperi	127458	Thiobaca trueperi	GCF_004342175.1	Scaffold	4073386	22	98.25	0.33	OK	0	0	0	0	0	0	1
GCA_004346445.1	43131	Tissierella praeacuta	Bacteria	Bacteria	Bacillota	1239	Tissierellia	1737404	Tissierellales	1737405	Tissierellaceae	1737406	Tissierella	41273	Tissierella praeacuta	43131	Tissierella praeacuta	GCF_004346445.1	Contig	3187732	32	98.28		OK	1	0	0	0	0	1	0
GCA_004363035.1	1501432	Thiopseudomonas denitrificans	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pseudomonadales	72274	Pseudomonadaceae	135621	Thiopseudomonas	1654787	Thiopseudomonas denitrificans	1501432	Thiopseudomonas denitrificans	GCF_004363035.1	Scaffold	2832987	33	85.17	0.59	OK	1	0	0	0	0	1	0
GCA_004366735.1	381308	Thiohalophilus thiocyanatoxydans	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Thiohalomonadales	3084968	Thiohalophilaceae	3084970	Thiohalophilus	445670	Thiohalophilus thiocyanatoxydans	381308	Thiohalophilus thiocyanatoxydans	GCF_004366735.1	Scaffold	2906943	16	99.44	1.31	OK	0	0	0	0	0	0	1
GCA_004684245.1	2483360	Thermus caldilimi	Bacteria	Bacteria	Deinococcota	1297	Deinococci	188787	Thermales	68933	Thermaceae	188786	Thermus	270	Thermus caldilimi	2483360	Thermus caldilimi	GCF_004684245.1	Complete Genome	2447659	1	93.79	0.88	OK	0	0	0	0	0	0	1
GCA_005144415.1	2571161	Trinickia terrae	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Burkholderiaceae	119060	Trinickia	2571160	Trinickia terrae	2571161	Trinickia terrae	GCF_005144415.1	Contig	7239947	72	99.34	0.66	OK	0	0	0	0	0	0	1
GCA_005280735.1	2571746	Trinickia violacea	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Burkholderiaceae	119060	Trinickia	2571160	Trinickia violacea	2571746	Trinickia violacea	GCF_005280735.1	Complete Genome	8576517	3	99.85	1.16	OK	0	0	0	0	0	0	1
GCA_005402645.1	644383	Thermosporothrix hazakensis	Bacteria	Bacteria	Chloroflexota	200795	Ktedonobacteria	388447	Ktedonobacterales	388448	Thermosporotrichaceae	768649	Thermosporothrix	768650	Thermosporothrix hazakensis	644383	Thermosporothrix hazakensis	GCF_005402645.1	Contig	7396566	3	97.65	3.45	OK	1	0	0	0	0	0	1
GCA_005885815.1	2580412	Thiomicrorhabdus sediminis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Thiotrichales	72273	Piscirickettsiaceae	135616	Thiomicrorhabdus	2039723	Thiomicrorhabdus sediminis	2580412	Thiomicrorhabdus sediminis	GCF_005885815.1	Complete Genome	2373486	1	99.28		OK	0	0	0	0	0	1	0
GCA_006370295.1	2585775	Trichococcus shcherbakoviae subsp. psychrophilus	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Carnobacteriaceae	186828	Trichococcus	82802	Trichococcus shcherbakoviae	2094020	Trichococcus shcherbakoviae	GCF_006370295.1	Scaffold	3134598	16	94.92	5.39	OK	0	0	0	0	0	1	0
GCA_007051125.1	38815	Trichloromonas acetexigens	Bacteria	Bacteria	Thermodesulfobacteriota	200940	Desulfuromonadia	3031651	Desulfuromonadales	69541	Trichloromonadaceae	3031663	Trichloromonas	3031666	Trichloromonas acetexigens	38815	Trichloromonas acetexigens	GCF_007051125.1	Contig	3683125	41	98.62	2.36	OK	1	0	0	0	0	0	1
GCA_007097545.1	28094	Trinickia caryophylli	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Burkholderiales	80840	Burkholderiaceae	119060	Trinickia	2571160	Trinickia caryophylli	28094	Trinickia caryophylli	GCF_007097545.1	Contig	6657033	4	98.85	0.45	OK	1	0	0	0	0	0	1
GCA_007559025.1	2597660	Tomitella fengzijianii	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007			Tomitella	741759	Tomitella fengzijianii	2597660	Tomitella fengzijianii	GCF_007559025.1	Complete Genome	4013250	2	100	0.28	OK	1	0	0	0	0	0	1
GCA_007747215.1	2528023	Urbifossiella limnaea	Bacteria	Bacteria	Planctomycetota	203682	Planctomycetia	203683	Gemmatales	2691355	Gemmataceae	1914233	Urbifossiella	2807415	Urbifossiella limnaea	2528023	Urbifossiella limnaea	GCF_007747215.1	Complete Genome	7795793	1	98.06	2.15	OK	0	0	0	0	0	0	1
GCA_007827045.1	2480626	Trebonia kvetii	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Streptosporangiales	85012	Treboniaceae	2767072	Trebonia	2767073	Trebonia kvetii	2480626	Trebonia kvetii	GCF_007827045.1	Scaffold	9254646	95	92.86	3.22	OK	0	0	0	0	0	0	1
GCA_007830595.1	221027	Treponema putidum	Bacteria	Bacteria	Spirochaetota	203691	Spirochaetia	203692	Treponematales	3120456	Treponemataceae	2845253	Treponema	157	Treponema putidum	221027	Treponema putidum	GCF_007830595.1	Scaffold	2772337	42	99.42		OK	1	0	0	0	0	1	0
GCA_007858435.1	2592067	Tsukamurella asaccharolytica	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Tsukamurellaceae	85028	Tsukamurella	2060	Tsukamurella asaccharolytica	2592067	Tsukamurella asaccharolytica	GCF_007858435.1	Contig	4123067	83	99.5		OK	0	0	0	0	0	1	0
GCA_007858445.1	2591848	Tsukamurella sputi	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Tsukamurellaceae	85028	Tsukamurella	2060	Tsukamurella sputi	2591848	Tsukamurella sputi	GCF_007858445.1	Contig	4810120	266	99.5		OK	0	0	0	0	0	1	0
GCA_007858475.1	2592068	Tsukamurella conjunctivitidis	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Tsukamurellaceae	85028	Tsukamurella	2060	Tsukamurella conjunctivitidis	2592068	Tsukamurella conjunctivitidis	GCF_007858475.1	Contig	5076401	345	99.5	2.87	OK	0	0	0	0	0	0	1
GCA_008124715.1	291989	Thermosediminibacter litoriperuensis	Bacteria	Bacteria	Bacillota	1239	Clostridia	186801	Thermosediminibacterales	2770089	Thermosediminibacteraceae	2770093	Thermosediminibacter	291988	Thermosediminibacter litoriperuensis	291989	Thermosediminibacter litoriperuensis	GCF_008124715.1	Scaffold	2344789	72	99.09	1.82	OK	0	0	0	0	0	0	1
GCA_008153345.1	162	Treponema phagedenis	Bacteria	Bacteria	Spirochaetota	203691	Spirochaetia	203692	Treponematales	3120456	Treponemataceae	2845253	Treponema	157	Treponema phagedenis	162	Treponema phagedenis	GCF_008153345.1	Complete Genome	3372116	1	99.42	0.58	OK	0	0	0	0	0	0	1
GCA_008329945.1	252967	Thiospirochaeta perfilievii	Bacteria	Bacteria	Spirochaetota	203691	Spirochaetia	203692	Spirochaetales	136	Spirochaetaceae	137	Thiospirochaeta	2792240	Thiospirochaeta perfilievii	252967	Thiospirochaeta perfilievii	GCF_008329945.1	Complete Genome	3700583	2	96.99	2.02	OK	0	0	0	0	0	0	1
GCA_008632335.1	424902	Thiohalocapsa marina	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Chromatiales	135613	Chromatiaceae	1046	Thiohalocapsa	85079	Thiohalocapsa marina	424902	Thiohalocapsa marina	GCF_008632335.1	Contig	4301207	97	99.58	0.44	OK	0	0	0	0	0	0	1
GCA_009496005.1	2662264	Tritonibacter litoralis	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Rhodobacterales	204455	Paracoccaceae	31989	Tritonibacter	2083206	Tritonibacter litoralis	2662264	Tritonibacter litoralis	GCF_009496005.1	Scaffold	4382248	55	99.56	0.66	OK	0	0	0	0	0	0	1
GCA_009617595.1	2663379	Tritonibacter aquimaris	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Rhodobacterales	204455	Paracoccaceae	31989	Tritonibacter	2083206	Tritonibacter aquimaris	2663379	Tritonibacter aquimaris	GCF_009617595.1	Contig	3681437	28	98.24	0.51	OK	0	0	0	0	0	0	1
GCA_009695605.1	2607614	Tissierella pigra	Bacteria	Bacteria	Bacillota	1239	Tissierellia	1737404	Tissierellales	1737405	Tissierellaceae	1737406	Tissierella	41273	Tissierella pigra	2607614	Tissierella pigra	GCF_009695605.1	Contig	3959431	122	98.28		OK	0	0	0	0	0	1	0
GCA_009761395.1	1331689	Ursidibacter maritimus	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Ursidibacter	1855419	Ursidibacter maritimus	1331689	Ursidibacter maritimus	GCF_009761395.1	Contig	1970865	39	97.31	0.57	OK	1	0	0	0	0	0	1
GCA_009827495.1	1837929	Tsuneonella aeria	Bacteria	Bacteria	Pseudomonadota	1224	Alphaproteobacteria	28211	Sphingomonadales	204457	Erythrobacteraceae	335929	Tsuneonella	2800686	Tsuneonella aeria	1837929	Tsuneonella aeria	GCF_009827495.1	Contig	2750510	2	89.85	4.37	OK	0	0	0	0	0	1	0
GCA_009905215.1	2697043	Tichowtungia aerotolerans	Bacteria	Bacteria	Kiritimatiellota	134625	Tichowtungiia	2907184	Tichowtungiales	2907185	Tichowtungiaceae	2907186	Tichowtungia	2907187	Tichowtungia aerotolerans	2697043	Tichowtungia aerotolerans	GCF_009905215.1	Complete Genome	3882676	1	98.12		OK	0	0	0	0	0	1	0
GCA_010206155.1	69824	Thomasclavelia cocleata	Bacteria	Bacteria	Bacillota	1239	Erysipelotrichia	526524	Erysipelotrichales	526525	Coprobacillaceae	2810280	Thomasclavelia	3025755	Thomasclavelia cocleata	69824	Thomasclavelia cocleata	GCF_010206155.1	Contig	3007517	53	99.37	0.94	OK	1	0	0	0	0	0	1
GCA_010820565.1	57489	Thiorhodococcus minor	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Chromatiales	135613	Chromatiaceae	1046	Thiorhodococcus	57488	Thiorhodococcus minor	57489	Thiorhodococcus minor	GCF_010820565.1	Contig	6204626	389	99.42	1.39	OK	0	0	0	0	0	0	1
GCA_010915725.1	329406	Thiorhodococcus mannitoliphagus	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Chromatiales	135613	Chromatiaceae	1046	Thiorhodococcus	57488	Thiorhodococcus mannitoliphagus	329406	Thiorhodococcus mannitoliphagus	GCF_010915725.1	Contig	6310033	525	99.92	0.31	OK	0	0	0	0	0	0	1
GCA_011207455.1	1936021	Thermosulfuriphilus ammonigenes	Bacteria	Bacteria	Thermodesulfobacteriota	200940	Thermodesulfobacteria	67799	Thermodesulfobacteriales	188710	Thermodesulfobacteriaceae	188711	Thermosulfuriphilus	2033601	Thermosulfuriphilus ammonigenes	1936021	Thermosulfuriphilus ammonigenes	GCF_011207455.1	Complete Genome	2287345	1	96.68	4.31	OK	1	0	0	0	0	0	1
GCA_011303955.1	2714946	Vagococcus coleopterorum	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Enterococcaceae	81852	Vagococcus	2737	Vagococcus coleopterorum	2714946	Vagococcus coleopterorum	GCF_011303955.1	Complete Genome	1530734	1	88.96	1.7	OK	0	0	0	0	0	1	0
GCA_011398155.1	2675053	Thiosulfativibrio zosterae	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Thiotrichales	72273	Piscirickettsiaceae	135616	Thiosulfativibrio	2781120	Thiosulfativibrio zosterae	2675053	Thiosulfativibrio zosterae	GCF_011398155.1	Complete Genome	2645427	1	98.29	0.17	OK	0	0	0	0	0	0	1
GCA_011398355.1	2675054	Thiosulfatimonas sediminis	Bacteria	Bacteria	Pseudomonadota	1224	Gammaproteobacteria	1236	Thiotrichales	72273	Piscirickettsiaceae	135616	Thiosulfatimonas	2781121	Thiosulfatimonas sediminis	2675054	Thiosulfatimonas sediminis	GCF_011398355.1	Complete Genome	2722826	1	99.59	0.44	OK	0	0	0	0	0	0	1
GCA_011751945.2	2708340	Tongtianella jiaweipingae	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Actinomycetales	2037	Actinomycetaceae	2049	Tongtianella	3709736	Tongtianella jiaweipingae	2708340	Tongtianella jiaweipingae	GCF_011751945.2	Complete Genome	1540829	1	92.03	0.95	OK	0	0	0	0	0	0	1
GCA_012317585.1	2047767	Thermosulfurimonas marina	Bacteria	Bacteria	Thermodesulfobacteriota	200940	Thermodesulfobacteria	67799	Thermodesulfobacteriales	188710	Thermodesulfobacteriaceae	188711	Thermosulfurimonas	1522431	Thermosulfurimonas marina	2047767	Thermosulfurimonas marina	GCF_012317585.1	Complete Genome	1763258	1	96.79	1.27	OK	0	0	0	0	0	0	1
GCA_012396015.1	44753	Tsukamurella spumae	Bacteria	Bacteria	Actinomycetota	201174	Actinomycetes	1760	Mycobacteriales	85007	Tsukamurellaceae	85028	Tsukamurella	2060	Tsukamurella spumae	44753	Tsukamurella spumae	GCF_012396015.1	Contig	4461018	79	100		OK	1	0	0	0	0	1	0
GCA_012396605.1	51173	Ureibacillus thermosphaericus	Bacteria	Bacteria	Bacillota	1239	Bacilli	91061	Caryophanales	1385	Caryophanaceae	186818	Ureibacillus	160795	Ureibacillus thermosphaericus	51173	Ureibacillus thermosphaericus	GCF_012396605.1	Contig	3009299	84	88.18	3.46	OK	1	0	0	0	0	1	0
GCA_012972705.2	2731212	Uliginosibacterium aquaticum	Bacteria	Bacteria	Pseudomonadota	1224	Betaproteobacteria	28216	Rhodocyclales	206389	Zoogloeaceae	2008794	Uliginosibacterium	392735	Uliginosibacterium aquaticum	2731212	Uliginosibacterium aquaticum	GCF_012972705.2	Contig	4090459	13	98.34	0.93	OK	0	0	0	0	0	0	1
