acc_a	acc_b	class	genus_a	genus_b	conserved_a	proteins_a	conserved_b	proteins_b	pocp	mash_dist	aai	prot_dist
GCA_000196115.1	GCA_041537905.1	inter_genus	Rhodopirellula	Ruegeria	433	5115	447	5052	8.6555		43.4044	
GCA_013328815.1	GCA_000196115.1	inter_genus	Tabrizicola	Rhodopirellula	414	4364	406	5115	8.6507	0.405585	43.1310	
GCA_002727185.1	GCA_030814065.1	inter_genus	Rhodopirellula	Mesobacillus	411	5729	415	3822	8.6483		43.2396	
GCA_007754425.1	GCA_006861795.1	inter_genus	Gimesia	Psychrobacillus	419	5793	462	4397	8.6457	0.405585	42.9285	
GCA_004365655.1	GCA_009601165.1	inter_genus	Epilithonimonas	Alcanivorax	287	3195	283	3399	8.6442		43.0087	
GCA_007754425.1	GCA_003254155.1	inter_genus	Gimesia	Psychrobacillus	392	5793	385	3219	8.6218		43.2610	
GCA_028610675.1	GCA_002727185.1	inter_genus	Alkalihalobacillus	Rhodopirellula	427	4246	433	5729	8.6216		43.0631	
GCA_030065535.1	GCA_014651475.1	inter_genus	Microbacterium	Mesonia	252	2753	236	2913	8.6128	0.405585	42.3934	
GCA_004365655.1	GCA_014212135.1	inter_genus	Epilithonimonas	Cohnella	370	3195	424	6030	8.6070		43.3630	
GCA_003254155.1	GCA_000338295.1	inter_genus	Psychrobacillus	Rhodopirellula	361	3219	371	5290	8.6027		43.3901	
GCA_009828095.1	GCA_009901525.1	inter_genus	Pontixanthobacter	Kordia	309	2712	315	4542	8.6022		42.6961	
GCA_000181475.1	GCA_003254155.1	inter_genus	Gimesia	Psychrobacillus	390	5814	387	3219	8.6018		43.1455	
GCA_011008935.1	GCA_002727185.1	inter_genus	Tabrizicola	Rhodopirellula	400	3669	408	5729	8.5976	0.405585	42.9786	
GCA_000338295.1	GCA_041537905.1	inter_genus	Rhodopirellula	Ruegeria	436	5290	453	5052	8.5960		43.6029	
GCA_012972675.1	GCA_002727185.1	inter_genus	Pontixanthobacter	Rhodopirellula	336	2592	379	5729	8.5927		42.9765	
GCA_002727185.1	GCA_014651475.1	inter_genus	Rhodopirellula	Mesonia	397	5729	345	2913	8.5860	0.405585	43.1131	
GCA_001906925.1	GCA_002727185.1	inter_genus	Domibacillus	Rhodopirellula	378	3253	393	5729	8.5838		43.3621	
GCA_009827395.1	GCA_009901525.1	inter_genus	Pontixanthobacter	Kordia	315	2802	315	4542	8.5784		42.7897	
GCA_047302405.1	GCA_002727185.1	inter_genus	Alkalihalobacillus	Rhodopirellula	430	4348	434	5729	8.5740		42.8779	
GCA_000181475.1	GCA_006861795.1	inter_genus	Gimesia	Psychrobacillus	422	5814	452	4397	8.5594		42.9559	
GCA_001437435.1	GCA_001639725.1	inter_genus	Furfurilactobacillus	Marinomonas	234	1991	247	3637	8.5466	0.405585	43.1059	
GCA_042650985.1	GCA_034424525.1	inter_genus	Epilithonimonas	Sphingobium	360	3675	385	5046	8.5426		42.2772	
GCA_009828095.1	GCA_002727185.1	inter_genus	Pontixanthobacter	Rhodopirellula	339	2712	382	5729	8.5416		42.7704	
GCA_013328815.1	GCA_002727185.1	inter_genus	Tabrizicola	Rhodopirellula	433	4364	429	5729	8.5406		43.1107	
GCA_012972675.1	GCA_009901525.1	inter_genus	Pontixanthobacter	Kordia	301	2592	308	4542	8.5366		42.7133	
GCA_020734105.1	GCA_002727185.1	inter_genus	Alkalihalobacillus	Rhodopirellula	470	4783	426	5729	8.5236		43.1326	
GCA_009720525.1	GCA_006861795.1	inter_genus	Gimesia	Psychrobacillus	436	6104	459	4397	8.5230		42.9685	
GCA_009720525.1	GCA_011008935.1	inter_genus	Gimesia	Tabrizicola	423	6104	408	3669	8.5030		42.6055	
GCA_042654505.1	GCA_034424525.1	inter_genus	Epilithonimonas	Sphingobium	351	3479	373	5046	8.4927		42.3808	
GCA_007754425.1	GCA_008973485.1	inter_genus	Gimesia	Psychrobacillus	406	5793	425	3996	8.4891		43.1347	
GCA_009720525.1	GCA_003254155.1	inter_genus	Gimesia	Psychrobacillus	401	6104	390	3219	8.4844		43.1696	
GCA_030065535.1	GCA_020966775.1	inter_genus	Microbacterium	Rhodopirellula	313	2753	324	4755	8.4843	0.405585	42.9019	
GCA_009720525.1	GCA_003574395.1	inter_genus	Gimesia	Tabrizicola	420	6104	402	3587	8.4821		42.7403	
GCA_002727185.1	GCA_041537905.1	inter_genus	Rhodopirellula	Ruegeria	452	5729	460	5052	8.4593		43.4713	
GCA_000756655.1	GCA_001437435.1	inter_genus	Alcanivorax	Furfurilactobacillus	216	3273	229	1991	8.4536	0.405585	43.5323	
GCA_009828095.1	GCA_001005315.1	inter_genus	Pontixanthobacter	Kordia	315	2712	311	4694	8.4526		43.1337	
GCA_009827395.1	GCA_000196115.1	inter_genus	Pontixanthobacter	Rhodopirellula	320	2802	349	5115	8.4502		42.9038	
GCA_042654505.1	GCA_003574395.1	inter_genus	Epilithonimonas	Tabrizicola	295	3479	302	3587	8.4489		42.6398	
GCA_006861795.1	GCA_000196115.1	inter_genus	Psychrobacillus	Rhodopirellula	414	4397	388	5115	8.4315		43.0793	
GCA_012972675.1	GCA_001437435.1	inter_genus	Pontixanthobacter	Furfurilactobacillus	189	2592	197	1991	8.4224		42.4619	
GCA_009720525.1	GCA_015999335.1	inter_genus	Gimesia	Tabrizicola	431	6104	460	4484	8.4152		42.4892	
GCA_000181475.1	GCA_011008935.1	inter_genus	Gimesia	Tabrizicola	398	5814	400	3669	8.4151		42.4658	
GCA_012972675.1	GCA_001005315.1	inter_genus	Pontixanthobacter	Kordia	305	2592	307	4694	8.3997		42.9432	
GCA_900142325.1	GCA_034424525.1	inter_genus	Epilithonimonas	Sphingobium	345	3312	356	5046	8.3872		42.6096	
GCA_900142325.1	GCA_011008935.1	inter_genus	Epilithonimonas	Tabrizicola	285	3312	300	3669	8.3799		42.6403	
GCA_009720525.1	GCA_008973485.1	inter_genus	Gimesia	Psychrobacillus	422	6104	424	3996	8.3762		42.9261	
GCA_042654505.1	GCA_011008935.1	inter_genus	Epilithonimonas	Tabrizicola	299	3479	299	3669	8.3660		42.4318	
GCA_014651475.1	GCA_041537905.1	inter_genus	Mesonia	Ruegeria	314	2913	352	5052	8.3616		43.4248	
GCA_009827455.1	GCA_002727185.1	inter_genus	Pontixanthobacter	Rhodopirellula	336	2704	368	5729	8.3482		42.9784	
GCA_007748195.1	GCA_011008935.1	inter_genus	Gimesia	Tabrizicola	376	5591	396	3669	8.3369	0.405585	42.3572	
GCA_000292245.2	GCA_002727185.1	inter_genus	Alkalihalobacillus	Rhodopirellula	406	4124	415	5729	8.3325		42.9070	
GCA_000154725.1	GCA_900636385.1	inter_genus	Kordia	Staphylococcus	267	4294	277	2236	8.3308		43.4233	
GCA_009827395.1	GCA_000338295.1	inter_genus	Pontixanthobacter	Rhodopirellula	321	2802	351	5290	8.3045	0.405585	42.9217	
GCA_009720525.1	GCA_013328815.1	inter_genus	Gimesia	Tabrizicola	431	6104	437	4364	8.2919	0.405585	42.4376	
GCA_007754425.1	GCA_009828095.1	inter_genus	Gimesia	Pontixanthobacter	367	5793	336	2712	8.2657		43.3965	
GCA_000181475.1	GCA_009828095.1	inter_genus	Gimesia	Pontixanthobacter	368	5814	336	2712	8.2571		43.2142	
GCA_009601165.1	GCA_001437435.1	inter_genus	Alcanivorax	Furfurilactobacillus	221	3399	224	1991	8.2560	0.405585	43.8427	
GCA_003574395.1	GCA_001437435.1	inter_genus	Tabrizicola	Furfurilactobacillus	242	3587	218	1991	8.2467		43.0194	
GCA_003254155.1	GCA_002727185.1	inter_genus	Psychrobacillus	Rhodopirellula	360	3219	377	5729	8.2365		43.4270	
GCA_000181475.1	GCA_034424525.1	inter_genus	Gimesia	Sphingobium	446	5814	448	5046	8.2320		42.9494	
GCA_009827395.1	GCA_001005315.1	inter_genus	Pontixanthobacter	Kordia	313	2802	304	4694	8.2311		42.8251	
GCA_006861795.1	GCA_000338295.1	inter_genus	Psychrobacillus	Rhodopirellula	413	4397	382	5290	8.2069		43.1117	
GCA_025960885.1	GCA_020966775.1	inter_genus	Microbacterium	Rhodopirellula	342	3572	341	4755	8.2022	0.405585	42.4519	
GCA_009720525.1	GCA_041537905.1	inter_genus	Gimesia	Ruegeria	445	6104	470	5052	8.2019		42.9334	
GCA_042654505.1	GCA_015999335.1	inter_genus	Epilithonimonas	Tabrizicola	312	3479	341	4484	8.2004		42.8644	
GCA_007754425.1	GCA_003574395.1	inter_genus	Gimesia	Tabrizicola	390	5793	378	3587	8.1876		42.5361	
GCA_007748195.1	GCA_009827455.1	inter_genus	Gimesia	Pontixanthobacter	354	5591	325	2704	8.1857		43.2626	
GCA_000181475.1	GCA_013328815.1	inter_genus	Gimesia	Tabrizicola	415	5814	418	4364	8.1843	0.405585	42.5306	
GCA_000181475.1	GCA_003574395.1	inter_genus	Gimesia	Tabrizicola	387	5814	382	3587	8.1800		42.5051	
GCA_004365655.1	GCA_011008935.1	inter_genus	Epilithonimonas	Tabrizicola	275	3195	286	3669	8.1731		42.6432	
GCA_007748195.1	GCA_003574395.1	inter_genus	Gimesia	Tabrizicola	375	5591	375	3587	8.1717		42.6214	
GCA_009720525.1	GCA_034424525.1	inter_genus	Gimesia	Sphingobium	466	6104	445	5046	8.1704		42.7669	
GCA_000181475.1	GCA_009827455.1	inter_genus	Gimesia	Pontixanthobacter	363	5814	332	2704	8.1592		43.2745	
GCA_007754425.1	GCA_011008935.1	inter_genus	Gimesia	Tabrizicola	379	5793	393	3669	8.1590		42.4791	
GCA_043944905.1	GCA_900636385.1	inter_genus	Antrihabitans	Staphylococcus	348	6008	324	2236	8.1514		43.9556	
GCA_007748195.1	GCA_041537905.1	inter_genus	Gimesia	Ruegeria	417	5591	450	5052	8.1462		42.8258	
GCA_900636385.1	GCA_034424525.1	inter_genus	Staphylococcus	Sphingobium	291	2236	302	5046	8.1434		42.8286	
GCA_000181475.1	GCA_009827395.1	inter_genus	Gimesia	Pontixanthobacter	371	5814	330	2802	8.1360		43.1276	
GCA_011008935.1	GCA_001437435.1	inter_genus	Tabrizicola	Furfurilactobacillus	241	3669	219	1991	8.1272		42.7592	
GCA_000181475.1	GCA_019334345.1	inter_genus	Gimesia	Neohoeflea	388	5814	378	3629	8.1118		42.2739	
GCA_042650985.1	GCA_003574395.1	inter_genus	Epilithonimonas	Tabrizicola	291	3675	298	3587	8.1107		42.6217	
GCA_030065535.1	GCA_000196115.1	inter_genus	Microbacterium	Rhodopirellula	311	2753	327	5115	8.1088	0.405585	42.9267	
GCA_000181475.1	GCA_015999335.1	inter_genus	Gimesia	Tabrizicola	404	5814	431	4484	8.1084		42.1653	
GCA_900142325.1	GCA_003574395.1	inter_genus	Epilithonimonas	Tabrizicola	281	3312	278	3587	8.1026		42.6412	
GCA_000181475.1	GCA_041537905.1	inter_genus	Gimesia	Ruegeria	428	5814	452	5052	8.0987		42.8790	
GCA_007754425.1	GCA_013328815.1	inter_genus	Gimesia	Tabrizicola	400	5793	422	4364	8.0929		42.2913	
GCA_009827395.1	GCA_002727185.1	inter_genus	Pontixanthobacter	Rhodopirellula	327	2802	362	5729	8.0764	0.405585	42.9286	
GCA_007754425.1	GCA_015999335.1	inter_genus	Gimesia	Tabrizicola	389	5793	440	4484	8.0666		42.3466	
GCA_009720525.1	GCA_014651475.1	inter_genus	Gimesia	Mesonia	383	6104	344	2913	8.0625	0.405585	43.6896	
GCA_008973485.1	GCA_000196115.1	inter_genus	Psychrobacillus	Rhodopirellula	372	3996	362	5115	8.0562		42.9905	
GCA_009720525.1	GCA_019334345.1	inter_genus	Gimesia	Neohoeflea	405	6104	379	3629	8.0551		42.5194	
GCA_003597125.1	GCA_001437435.1	inter_genus	Alcanivorax	Furfurilactobacillus	218	3435	219	1991	8.0538	0.405585	44.1003	
GCA_007754425.1	GCA_009827455.1	inter_genus	Gimesia	Pontixanthobacter	355	5793	329	2704	8.0499		43.2103	
GCA_025960885.1	GCA_014651475.1	inter_genus	Microbacterium	Mesonia	269	3572	253	2913	8.0493	0.405585	42.3085	
GCA_000181475.1	GCA_014651475.1	inter_genus	Gimesia	Mesonia	361	5814	341	2913	8.0440	0.405585	43.4060	
GCA_007754425.1	GCA_014651475.1	inter_genus	Gimesia	Mesonia	361	5793	339	2913	8.0404	0.405585	43.3374	
GCA_020966775.1	GCA_900100925.1	inter_genus	Rhodopirellula	Actinopolyspora	362	4755	345	4041	8.0377		42.6286	
GCA_003574395.1	GCA_003054265.1	inter_genus	Tabrizicola	Kordia	318	3587	292	4003	8.0369		43.5990	
GCA_008297975.1	GCA_001437435.1	inter_genus	Antrihabitans	Furfurilactobacillus	297	5303	289	1991	8.0340		43.1748	
GCA_008973485.1	GCA_000338295.1	inter_genus	Psychrobacillus	Rhodopirellula	376	3996	370	5290	8.0336		43.0743	
GCA_006861795.1	GCA_002727185.1	inter_genus	Psychrobacillus	Rhodopirellula	418	4397	395	5729	8.0288		42.9249	
GCA_009827455.1	GCA_001437435.1	inter_genus	Pontixanthobacter	Furfurilactobacillus	182	2704	194	1991	8.0085		42.5004	
GCA_042654505.1	GCA_013328815.1	inter_genus	Epilithonimonas	Tabrizicola	311	3479	316	4364	7.9944		42.6139	
GCA_007754425.1	GCA_009827395.1	inter_genus	Gimesia	Pontixanthobacter	360	5793	327	2802	7.9930		43.3675	
GCA_004365655.1	GCA_034424525.1	inter_genus	Epilithonimonas	Sphingobium	319	3195	339	5046	7.9845		42.1857	
GCA_030065535.1	GCA_000338295.1	inter_genus	Microbacterium	Rhodopirellula	316	2753	326	5290	7.9821	0.405585	42.7549	
GCA_003054265.1	GCA_014212135.1	inter_genus	Kordia	Cohnella	364	4003	436	6030	7.9737		43.7137	
GCA_043556415.1	GCA_014651475.1	inter_genus	Microbacterium	Mesonia	232	2715	216	2913	7.9602	0.405585	42.2302	
GCA_900142325.1	GCA_013328815.1	inter_genus	Epilithonimonas	Tabrizicola	295	3312	316	4364	7.9599		42.7705	
GCA_016481275.1	GCA_900636385.1	inter_genus	Antrihabitans	Staphylococcus	335	5994	320	2236	7.9587	0.372583	43.4771	
GCA_007748195.1	GCA_013328815.1	inter_genus	Gimesia	Tabrizicola	377	5591	415	4364	7.9558		42.7685	
GCA_042650985.1	GCA_015999335.1	inter_genus	Epilithonimonas	Tabrizicola	311	3675	338	4484	7.9544		42.8462	
GCA_009828095.1	GCA_001437435.1	inter_genus	Pontixanthobacter	Furfurilactobacillus	181	2712	193	1991	7.9524		42.7657	
GCA_000181475.1	GCA_012972675.1	inter_genus	Gimesia	Pontixanthobacter	351	5814	317	2592	7.9467		42.8893	
GCA_042650985.1	GCA_011008935.1	inter_genus	Epilithonimonas	Tabrizicola	285	3675	297	3669	7.9248		42.5005	
GCA_007754425.1	GCA_041537905.1	inter_genus	Gimesia	Ruegeria	411	5793	448	5052	7.9207		42.6059	
GCA_000181475.1	GCA_900100925.1	inter_genus	Gimesia	Actinopolyspora	396	5814	384	4041	7.9148		42.3562	
GCA_009901525.1	GCA_900636385.1	inter_genus	Kordia	Staphylococcus	261	4542	275	2236	7.9079		42.9452	
GCA_900100925.1	GCA_001437435.1	inter_genus	Actinopolyspora	Furfurilactobacillus	238	4041	239	1991	7.9078		42.7750	
GCA_013409785.1	GCA_020966775.1	inter_genus	Microbacterium	Rhodopirellula	335	3554	322	4755	7.9071	0.405585	42.6906	
GCA_007748195.1	GCA_019334345.1	inter_genus	Gimesia	Neohoeflea	367	5591	362	3629	7.9067		42.1034	
GCA_009720525.1	GCA_009828095.1	inter_genus	Gimesia	Pontixanthobacter	366	6104	331	2712	7.9061		43.1142	
GCA_900142325.1	GCA_015999335.1	inter_genus	Epilithonimonas	Tabrizicola	294	3312	322	4484	7.9015		43.0938	
GCA_007748195.1	GCA_009827395.1	inter_genus	Gimesia	Pontixanthobacter	348	5591	315	2802	7.8994		43.3441	
GCA_025960885.1	GCA_000338295.1	inter_genus	Microbacterium	Rhodopirellula	353	3572	347	5290	7.8989	0.405585	42.5547	
GCA_009720525.1	GCA_900100925.1	inter_genus	Gimesia	Actinopolyspora	405	6104	396	4041	7.8955		42.6538	
GCA_007754425.1	GCA_012972675.1	inter_genus	Gimesia	Pontixanthobacter	345	5793	317	2592	7.8951		42.9664	
GCA_007754425.1	GCA_900100925.1	inter_genus	Gimesia	Actinopolyspora	392	5793	384	4041	7.8910		42.5812	
GCA_013409785.1	GCA_000196115.1	inter_genus	Microbacterium	Rhodopirellula	350	3554	334	5115	7.8902	0.405585	42.7975	
GCA_012932915.1	GCA_900636385.1	inter_genus	Antrihabitans	Staphylococcus	354	6310	320	2236	7.8867		43.5168	
GCA_007754425.1	GCA_019334345.1	inter_genus	Gimesia	Neohoeflea	375	5793	368	3629	7.8858		42.3443	
GCA_020966775.1	GCA_008704535.1	inter_genus	Rhodopirellula	Streptomyces	423	4755	469	6558	7.8847		43.1977	
GCA_007748195.1	GCA_014651475.1	inter_genus	Gimesia	Mesonia	347	5591	323	2913	7.8786	0.405585	43.3456	
GCA_030065535.1	GCA_002727185.1	inter_genus	Microbacterium	Rhodopirellula	323	2753	345	5729	7.8755	0.405585	42.9236	
GCA_000154725.1	GCA_000196115.1	inter_genus	Kordia	Rhodopirellula	362	4294	379	5115	7.8754	0.405585	42.7233	
GCA_007748195.1	GCA_015999335.1	inter_genus	Gimesia	Tabrizicola	375	5591	418	4484	7.8710		42.5668	
GCA_013409785.1	GCA_014651475.1	inter_genus	Microbacterium	Mesonia	268	3554	241	2913	7.8707	0.405585	41.7955	
GCA_000196115.1	GCA_900100925.1	inter_genus	Rhodopirellula	Actinopolyspora	363	5115	357	4041	7.8637		42.3932	
GCA_007748195.1	GCA_900100925.1	inter_genus	Gimesia	Actinopolyspora	382	5591	375	4041	7.8592		42.3587	
GCA_009827395.1	GCA_001437435.1	inter_genus	Pontixanthobacter	Furfurilactobacillus	182	2802	194	1991	7.8448		42.8096	
GCA_007754425.1	GCA_034424525.1	inter_genus	Gimesia	Sphingobium	428	5793	422	5046	7.8421		42.5938	
GCA_025960885.1	GCA_000196115.1	inter_genus	Microbacterium	Rhodopirellula	340	3572	341	5115	7.8393	0.405585	42.6767	
GCA_000338295.1	GCA_900100925.1	inter_genus	Rhodopirellula	Actinopolyspora	371	5290	360	4041	7.8341		42.7377	
GCA_015999335.1	GCA_001437435.1	inter_genus	Tabrizicola	Furfurilactobacillus	274	4484	233	1991	7.8301		42.8883	
GCA_009720525.1	GCA_012972675.1	inter_genus	Gimesia	Pontixanthobacter	362	6104	318	2592	7.8197		42.8353	
GCA_008973485.1	GCA_002727185.1	inter_genus	Psychrobacillus	Rhodopirellula	380	3996	380	5729	7.8149		43.1315	
GCA_004365655.1	GCA_003574395.1	inter_genus	Epilithonimonas	Tabrizicola	263	3195	267	3587	7.8148		42.5779	
GCA_001005315.1	GCA_900636385.1	inter_genus	Kordia	Staphylococcus	266	4694	275	2236	7.8066	0.405585	43.1588	
GCA_007748195.1	GCA_012972675.1	inter_genus	Gimesia	Pontixanthobacter	336	5591	302	2592	7.7967		42.9409	
GCA_900142325.1	GCA_019334345.1	inter_genus	Epilithonimonas	Neohoeflea	267	3312	274	3629	7.7943		42.3730	
GCA_042654505.1	GCA_019334345.1	inter_genus	Epilithonimonas	Neohoeflea	275	3479	279	3629	7.7940		42.6125	
GCA_009720525.1	GCA_009827455.1	inter_genus	Gimesia	Pontixanthobacter	360	6104	326	2704	7.7884		43.1238	
GCA_043556415.1	GCA_020966775.1	inter_genus	Microbacterium	Rhodopirellula	286	2715	295	4755	7.7778	0.405585	42.5106	
GCA_009720525.1	GCA_009827395.1	inter_genus	Gimesia	Pontixanthobacter	366	6104	326	2802	7.7700		43.4913	
GCA_007748195.1	GCA_009828095.1	inter_genus	Gimesia	Pontixanthobacter	338	5591	307	2712	7.7683		43.4641	
GCA_000196115.1	GCA_008704535.1	inter_genus	Rhodopirellula	Streptomyces	431	5115	474	6558	7.7529		43.0168	
GCA_001437435.1	GCA_019334345.1	inter_genus	Furfurilactobacillus	Neohoeflea	216	1991	219	3629	7.7402		42.6599	
GCA_020966775.1	GCA_900636385.1	inter_genus	Rhodopirellula	Staphylococcus	274	4755	267	2236	7.7385		42.8528	
GCA_000154725.1	GCA_020966775.1	inter_genus	Kordia	Rhodopirellula	344	4294	356	4755	7.7357	0.405585	42.6720	
GCA_003574395.1	GCA_000154725.1	inter_genus	Tabrizicola	Kordia	315	3587	294	4294	7.7274		43.2279	
GCA_004365655.1	GCA_015999335.1	inter_genus	Epilithonimonas	Tabrizicola	279	3195	314	4484	7.7224		43.1183	
GCA_011008935.1	GCA_003054265.1	inter_genus	Tabrizicola	Kordia	310	3669	281	4003	7.7033		43.6395	
GCA_003054265.1	GCA_020966775.1	inter_genus	Kordia	Rhodopirellula	328	4003	346	4755	7.6958	0.405585	42.9727	
GCA_000181475.1	GCA_008704535.1	inter_genus	Gimesia	Streptomyces	452	5814	495	6558	7.6544		42.9646	
GCA_000154725.1	GCA_014212135.1	inter_genus	Kordia	Cohnella	362	4294	428	6030	7.6521		43.4462	
GCA_900142325.1	GCA_041537905.1	inter_genus	Epilithonimonas	Ruegeria	312	3312	328	5052	7.6518		43.2613	
GCA_042650985.1	GCA_019334345.1	inter_genus	Epilithonimonas	Neohoeflea	275	3675	283	3629	7.6396		42.5668	
GCA_000154725.1	GCA_000338295.1	inter_genus	Kordia	Rhodopirellula	359	4294	373	5290	7.6377	0.372583	42.8184	
GCA_003054265.1	GCA_019334345.1	inter_genus	Kordia	Neohoeflea	280	4003	302	3629	7.6258		43.3740	
GCA_000338295.1	GCA_008704535.1	inter_genus	Rhodopirellula	Streptomyces	435	5290	467	6558	7.6131		43.2845	
GCA_900100925.1	GCA_014651475.1	inter_genus	Actinopolyspora	Mesonia	269	4041	260	2913	7.6071		42.1895	
GCA_003054265.1	GCA_000196115.1	inter_genus	Kordia	Rhodopirellula	334	4003	359	5115	7.6004	0.405585	42.8100	
GCA_042650985.1	GCA_013328815.1	inter_genus	Epilithonimonas	Tabrizicola	298	3675	312	4364	7.5880		42.6680	
GCA_007748195.1	GCA_000154725.1	inter_genus	Gimesia	Kordia	389	5591	361	4294	7.5873	0.405585	43.1092	
GCA_014651475.1	GCA_001437435.1	inter_genus	Mesonia	Furfurilactobacillus	179	2913	193	1991	7.5856	0.405585	42.4981	
GCA_042654505.1	GCA_041537905.1	inter_genus	Epilithonimonas	Ruegeria	315	3479	332	5052	7.5841		43.0646	
GCA_013409785.1	GCA_000338295.1	inter_genus	Microbacterium	Rhodopirellula	340	3554	330	5290	7.5758	0.405585	43.0140	
GCA_007748195.1	GCA_003054265.1	inter_genus	Gimesia	Kordia	380	5591	346	4003	7.5672	0.405585	42.9442	
GCA_009901525.1	GCA_000338295.1	inter_genus	Kordia	Rhodopirellula	360	4542	384	5290	7.5671	0.405585	42.5088	
GCA_004365655.1	GCA_019334345.1	inter_genus	Epilithonimonas	Neohoeflea	252	3195	264	3629	7.5615		42.5364	
GCA_002727185.1	GCA_008704535.1	inter_genus	Rhodopirellula	Streptomyces	448	5729	481	6558	7.5608		43.2196	
GCA_025960885.1	GCA_002727185.1	inter_genus	Microbacterium	Rhodopirellula	349	3572	352	5729	7.5368	0.405585	42.3761	
GCA_003054265.1	GCA_000338295.1	inter_genus	Kordia	Rhodopirellula	336	4003	364	5290	7.5326	0.372583	42.8046	
GCA_000181475.1	GCA_000154725.1	inter_genus	Gimesia	Kordia	398	5814	362	4294	7.5188	0.405585	42.9140	
GCA_003574395.1	GCA_009901525.1	inter_genus	Tabrizicola	Kordia	317	3587	294	4542	7.5163		43.0983	
GCA_011008935.1	GCA_009901525.1	inter_genus	Tabrizicola	Kordia	324	3669	293	4542	7.5143		43.0805	
GCA_009720525.1	GCA_008704535.1	inter_genus	Gimesia	Streptomyces	463	6104	487	6558	7.5028		43.1300	
GCA_000154725.1	GCA_019334345.1	inter_genus	Kordia	Neohoeflea	284	4294	310	3629	7.4972		43.0278	
GCA_042654505.1	GCA_020966775.1	inter_genus	Epilithonimonas	Rhodopirellula	306	3479	311	4755	7.4933	0.405585	42.5147	
GCA_004365655.1	GCA_013328815.1	inter_genus	Epilithonimonas	Tabrizicola	274	3195	292	4364	7.4878		42.7445	
GCA_043556415.1	GCA_000196115.1	inter_genus	Microbacterium	Rhodopirellula	289	2715	297	5115	7.4840	0.405585	42.5402	
GCA_003054265.1	GCA_034424525.1	inter_genus	Kordia	Sphingobium	321	4003	356	5046	7.4815		42.9286	
GCA_009901525.1	GCA_000196115.1	inter_genus	Kordia	Rhodopirellula	350	4542	372	5115	7.4764	0.405585	42.5440	
GCA_013328815.1	GCA_003054265.1	inter_genus	Tabrizicola	Kordia	331	4364	294	4003	7.4698		43.6285	
GCA_008704535.1	GCA_001437435.1	inter_genus	Streptomyces	Furfurilactobacillus	347	6558	291	1991	7.4629		43.6871	
GCA_042650985.1	GCA_020966775.1	inter_genus	Epilithonimonas	Rhodopirellula	314	3675	315	4755	7.4614	0.372583	42.5467	
GCA_009901525.1	GCA_019334345.1	inter_genus	Kordia	Neohoeflea	295	4542	314	3629	7.4532		42.8096	
GCA_007754425.1	GCA_003054265.1	inter_genus	Gimesia	Kordia	379	5793	351	4003	7.4520	0.405585	42.7463	
GCA_002727185.1	GCA_900100925.1	inter_genus	Rhodopirellula	Actinopolyspora	371	5729	357	4041	7.4514	0.405585	42.8479	
GCA_001005315.1	GCA_014212135.1	inter_genus	Kordia	Cohnella	365	4694	434	6030	7.4506		43.3385	
GCA_000154725.1	GCA_041537905.1	inter_genus	Kordia	Ruegeria	330	4294	366	5052	7.4470		43.7090	
GCA_000181475.1	GCA_001005315.1	inter_genus	Gimesia	Kordia	405	5814	377	4694	7.4419	0.405585	43.0333	
GCA_007748195.1	GCA_034424525.1	inter_genus	Gimesia	Sphingobium	394	5591	397	5046	7.4363		42.5425	
GCA_009901525.1	GCA_014212135.1	inter_genus	Kordia	Cohnella	360	4542	426	6030	7.4347		43.1507	
GCA_009720525.1	GCA_030065535.1	inter_genus	Gimesia	Microbacterium	334	6104	324	2753	7.4292	0.405585	42.4976	
GCA_011008935.1	GCA_000154725.1	inter_genus	Tabrizicola	Kordia	310	3669	281	4294	7.4218		43.4936	
GCA_003054265.1	GCA_041537905.1	inter_genus	Kordia	Ruegeria	316	4003	356	5052	7.4213		43.5658	
GCA_001005315.1	GCA_020966775.1	inter_genus	Kordia	Rhodopirellula	346	4694	354	4755	7.4082	0.405585	42.9024	
GCA_003574395.1	GCA_001005315.1	inter_genus	Tabrizicola	Kordia	318	3587	295	4694	7.4025		43.3534	
GCA_013409785.1	GCA_002727185.1	inter_genus	Microbacterium	Rhodopirellula	343	3554	344	5729	7.4006	0.405585	42.7569	
GCA_008297975.1	GCA_020966775.1	inter_genus	Antrihabitans	Rhodopirellula	378	5303	366	4755	7.3971		42.8314	
GCA_007754425.1	GCA_000154725.1	inter_genus	Gimesia	Kordia	388	5793	358	4294	7.3957	0.405585	42.8145	
GCA_900142325.1	GCA_001437435.1	inter_genus	Epilithonimonas	Furfurilactobacillus	191	3312	201	1991	7.3920		42.5388	
GCA_013328815.1	GCA_009901525.1	inter_genus	Tabrizicola	Kordia	353	4364	305	4542	7.3883		43.4200	
GCA_000154725.1	GCA_002727185.1	inter_genus	Kordia	Rhodopirellula	358	4294	382	5729	7.3830	0.405585	42.6326	
GCA_000181475.1	GCA_003054265.1	inter_genus	Gimesia	Kordia	376	5814	346	4003	7.3546	0.405585	42.8677	
GCA_015999335.1	GCA_003054265.1	inter_genus	Tabrizicola	Kordia	333	4484	291	4003	7.3524		43.8312	
GCA_009901525.1	GCA_020966775.1	inter_genus	Kordia	Rhodopirellula	332	4542	350	4755	7.3357	0.405585	42.7582	
