scenario	accession	genus	domain	neighbour	ani	af_min	class	same_genus
no_self_strain	GCA_002206635.1	Polynucleobacter	Bacteria	GCA_013307205.1	83.37	24.83	congeneric	1
novel_species	GCA_002206635.1	Polynucleobacter	Bacteria	GCA_013307205.1	83.37	24.83	congeneric	1
as_reported	GCA_002224225.1	Polynucleobacter	Bacteria	GCA_900187875.1	82.29	8.96	congeneric	1
no_self_strain	GCA_002224225.1	Polynucleobacter	Bacteria	GCA_900187875.1	82.29	8.96	congeneric	1
novel_species	GCA_002224225.1	Polynucleobacter	Bacteria	GCA_900187875.1	82.29	8.96	congeneric	1
as_reported	GCA_002237735.1	Bacillus_I	Bacteria	GCA_900177535.1	100.00	99.97	same_species	1
no_self_strain	GCA_002237735.1	Bacillus_I	Bacteria	GCA_900177535.1	100.00	99.97	same_species	1
novel_species	GCA_002237735.1	Bacillus_I	Bacteria	GCA_001590825.1	94.44	77.94	congeneric	1
as_reported	GCA_002240355.1	Prauserella_A	Bacteria	GCA_900102755.1	100.00	100.00	same_species	1
no_self_strain	GCA_002240355.1	Prauserella_A	Bacteria	GCA_900102755.1	100.00	100.00	same_species	1
novel_species	GCA_002240355.1	Prauserella_A	Bacteria	GCA_003202235.1	81.46	5.07	congeneric	1
as_reported	GCA_002770725.1	Pleomorphomonas	Bacteria	GCA_000425185.1	88.83	36.42	congeneric	1
no_self_strain	GCA_002770725.1	Pleomorphomonas	Bacteria	GCA_000425185.1	88.83	36.42	congeneric	1
novel_species	GCA_002770725.1	Pleomorphomonas	Bacteria	GCA_000425185.1	88.83	36.42	congeneric	1
as_reported	GCA_002797575.1	Polynucleobacter	Bacteria	GCA_965138465.1	99.99	99.82	same_species	1
no_self_strain	GCA_002797575.1	Polynucleobacter	Bacteria	GCA_965138465.1	99.99	99.82	same_species	1
novel_species	GCA_002797575.1	Polynucleobacter	Bacteria	GCA_018688255.1	82.11	5.19	congeneric	1
as_reported	GCA_002814055.1	Polaribacter	Bacteria	GCA_001975665.1	100.00	99.21	same_species	1
no_self_strain	GCA_002814055.1	Polaribacter	Bacteria	GCA_001975665.1	100.00	99.21	same_species	1
novel_species	GCA_002814055.1	Polaribacter	Bacteria	GCA_021991835.1	81.96	7.39	congeneric	1
as_reported	GCA_002814075.1	Polaribacter	Bacteria	GCA_038024065.1	100.00	97.74	same_species	1
no_self_strain	GCA_002814075.1	Polaribacter	Bacteria	GCA_038024065.1	100.00	97.74	same_species	1
novel_species	GCA_002814075.1	Polaribacter	Bacteria	GCA_001640115.1	88.37	41.83	congeneric	1
as_reported	GCA_002844595.1	Pleomorphomonas	Bacteria	GCA_900114935.1	100.00	99.88	same_species	1
no_self_strain	GCA_002844595.1	Pleomorphomonas	Bacteria	GCA_900114935.1	100.00	99.88	same_species	1
novel_species	GCA_002844595.1	Pleomorphomonas	Bacteria	GCA_002770725.1	87.10	34.96	congeneric	1
as_reported	GCA_002846395.1	Pontibacter	Bacteria	GCA_900156345.1	84.92	31.44	congeneric	1
no_self_strain	GCA_002846395.1	Pontibacter	Bacteria	GCA_900156345.1	84.92	31.44	congeneric	1
novel_species	GCA_002846395.1	Pontibacter	Bacteria	GCA_900156345.1	84.92	31.44	congeneric	1
as_reported	GCA_002847015.1	Prodigiosinella	Bacteria	GCA_000463345.3	100.00	99.99	same_species	1
no_self_strain	GCA_002847015.1	Prodigiosinella	Bacteria	GCA_000463345.3	100.00	99.99	same_species	1
as_reported	GCA_002849615.1	Pollutimonas	Bacteria	GCA_002849655.1	84.86	27.45	congeneric	1
no_self_strain	GCA_002849615.1	Pollutimonas	Bacteria	GCA_002849655.1	84.86	27.45	congeneric	1
novel_species	GCA_002849615.1	Pollutimonas	Bacteria	GCA_002849655.1	84.86	27.45	congeneric	1
as_reported	GCA_002849655.1	Pollutimonas	Bacteria	GCA_002849615.1	84.86	27.45	congeneric	1
no_self_strain	GCA_002849655.1	Pollutimonas	Bacteria	GCA_002849615.1	84.86	27.45	congeneric	1
novel_species	GCA_002849655.1	Pollutimonas	Bacteria	GCA_002849615.1	84.86	27.45	congeneric	1
as_reported	GCA_002892575.1	Porphyromonas	Bacteria	GCA_031323855.1	100.00	98.74	same_species	1
no_self_strain	GCA_002892575.1	Porphyromonas	Bacteria	GCA_031323855.1	100.00	98.74	same_species	1
novel_species	GCA_002892575.1	Porphyromonas	Bacteria	GCA_000378065.1	92.46	64.22	congeneric	1
as_reported	GCA_002943715.1	Polaribacter	Bacteria	GCA_002954665.1	87.55	33.92	congeneric	1
no_self_strain	GCA_002943715.1	Polaribacter	Bacteria	GCA_002954665.1	87.55	33.92	congeneric	1
novel_species	GCA_002943715.1	Polaribacter	Bacteria	GCA_002954665.1	87.55	33.92	congeneric	1
as_reported	GCA_002954605.1	Polaribacter	Bacteria	GCA_038024105.1	100.00	97.47	same_species	1
no_self_strain	GCA_002954605.1	Polaribacter	Bacteria	GCA_038024105.1	100.00	97.47	same_species	1
novel_species	GCA_002954605.1	Polaribacter	Bacteria	GCA_038023995.1	86.86	32.30	congeneric	1
as_reported	GCA_002954645.1	Polaribacter	Bacteria	GCA_038024125.1	100.00	99.15	same_species	1
no_self_strain	GCA_002954645.1	Polaribacter	Bacteria	GCA_038024125.1	100.00	99.15	same_species	1
as_reported	GCA_002954665.1	Polaribacter	Bacteria	GCA_007997115.1	99.97	98.45	same_species	1
no_self_strain	GCA_002954665.1	Polaribacter	Bacteria	GCA_007997115.1	99.97	98.45	same_species	1
novel_species	GCA_002954665.1	Polaribacter	Bacteria	GCA_002943715.1	87.55	33.92	congeneric	1
as_reported	GCA_002954685.1	Polaribacter	Bacteria	GCA_020532745.1	99.99	99.67	same_species	1
no_self_strain	GCA_002954685.1	Polaribacter	Bacteria	GCA_020532745.1	99.99	99.67	same_species	1
novel_species	GCA_002954685.1	Polaribacter	Bacteria	GCA_020532845.1	81.22	5.81	congeneric	1
as_reported	GCA_003001955.1	Qaidamihabitans	Bacteria	GCA_016464705.1	83.27	18.89	congeneric	1
no_self_strain	GCA_003001955.1	Qaidamihabitans	Bacteria	GCA_016464705.1	83.27	18.89	congeneric	1
novel_species	GCA_003001955.1	Qaidamihabitans	Bacteria	GCA_016464705.1	83.27	18.89	congeneric	1
as_reported	GCA_003002015.1	Pontibacter	Bacteria	GCA_900188175.1	100.00	99.84	same_species	1
no_self_strain	GCA_003002015.1	Pontibacter	Bacteria	GCA_900188175.1	100.00	99.84	same_species	1
as_reported	GCA_003014495.1	Prolixibacter	Bacteria	GCA_009617855.1	100.00	99.17	same_species	1
no_self_strain	GCA_003014495.1	Prolixibacter	Bacteria	GCA_009617855.1	100.00	99.17	same_species	1
novel_species	GCA_003014495.1	Prolixibacter	Bacteria	GCA_009617915.1	85.51	35.33	congeneric	1
as_reported	GCA_003049765.1	Poseidonibacter	Bacteria	GCA_013283835.1	98.45	90.05	same_species	1
no_self_strain	GCA_003049765.1	Poseidonibacter	Bacteria	GCA_013283835.1	98.45	90.05	same_species	1
novel_species	GCA_003049765.1	Poseidonibacter	Bacteria	GCA_024267655.1	81.92	10.11	inter_genus	0
as_reported	GCA_003054055.1	Pontibacter	Bacteria	GCA_900113285.1	92.03	72.15	congeneric	1
no_self_strain	GCA_003054055.1	Pontibacter	Bacteria	GCA_900113285.1	92.03	72.15	congeneric	1
novel_species	GCA_003054055.1	Pontibacter	Bacteria	GCA_900113285.1	92.03	72.15	congeneric	1
as_reported	GCA_003072505.1	Polynucleobacter	Bacteria	GCA_900176405.1	80.91	7.86	congeneric	1
no_self_strain	GCA_003072505.1	Polynucleobacter	Bacteria	GCA_900176405.1	80.91	7.86	congeneric	1
novel_species	GCA_003072505.1	Polynucleobacter	Bacteria	GCA_900176405.1	80.91	7.86	congeneric	1
as_reported	GCA_003096355.1	Pontibacter	Bacteria	GCA_014638845.1	86.85	42.59	congeneric	1
no_self_strain	GCA_003096355.1	Pontibacter	Bacteria	GCA_014638845.1	86.85	42.59	congeneric	1
novel_species	GCA_003096355.1	Pontibacter	Bacteria	GCA_014638845.1	86.85	42.59	congeneric	1
as_reported	GCA_003129485.1	Polaribacter	Bacteria	GCA_009832745.1	81.51	11.62	congeneric	1
no_self_strain	GCA_003129485.1	Polaribacter	Bacteria	GCA_009832745.1	81.51	11.62	congeneric	1
novel_species	GCA_003129485.1	Polaribacter	Bacteria	GCA_009832745.1	81.51	11.62	congeneric	1
as_reported	GCA_003182115.1	Prauserella_A	Bacteria	GCA_002240355.1	100.00	99.80	same_species	1
no_self_strain	GCA_003182115.1	Prauserella_A	Bacteria	GCA_002240355.1	100.00	99.80	same_species	1
novel_species	GCA_003182115.1	Prauserella_A	Bacteria	GCA_005146945.1	81.46	5.35	congeneric	1
as_reported	GCA_003194385.1	Pokkaliibacter	Bacteria	GCA_046844695.1	99.99	97.59	same_species	1
no_self_strain	GCA_003194385.1	Pokkaliibacter	Bacteria	GCA_046844695.1	99.99	97.59	same_species	1
as_reported	GCA_003202235.1	Prauserella_A	Bacteria	GCA_005146945.1	92.81	67.71	congeneric	1
no_self_strain	GCA_003202235.1	Prauserella_A	Bacteria	GCA_005146945.1	92.81	67.71	congeneric	1
novel_species	GCA_003202235.1	Prauserella_A	Bacteria	GCA_005146945.1	92.81	67.71	congeneric	1
as_reported	GCA_003202285.1	Prauserella_B	Bacteria	GCA_007993965.1	100.00	99.72	same_species	1
no_self_strain	GCA_003202285.1	Prauserella_B	Bacteria	GCA_007993965.1	100.00	99.72	same_species	1
novel_species	GCA_003202285.1	Prauserella_B	Bacteria	GCA_005146945.1	84.06	15.26	inter_genus	0
as_reported	GCA_003261235.1	Polynucleobacter	Bacteria	GCA_965138585.1	99.99	99.79	same_species	1
no_self_strain	GCA_003261235.1	Polynucleobacter	Bacteria	GCA_965138585.1	99.99	99.79	same_species	1
novel_species	GCA_003261235.1	Polynucleobacter	Bacteria	GCA_018687595.1	87.18	45.17	congeneric	1
as_reported	GCA_003269195.1	Prevotella	Bacteria	GCA_000220255.1	99.90	96.75	same_species	1
no_self_strain	GCA_003269195.1	Prevotella	Bacteria	GCA_000220255.1	99.90	96.75	same_species	1
novel_species	GCA_003269195.1	Prevotella	Bacteria	GCA_000614025.1	85.68	16.11	congeneric	1
as_reported	GCA_003313245.1	Primorskyibacter	Bacteria	GCA_900176485.1	93.80	73.35	congeneric	1
no_self_strain	GCA_003313245.1	Primorskyibacter	Bacteria	GCA_900176485.1	93.80	73.35	congeneric	1
novel_species	GCA_003313245.1	Primorskyibacter	Bacteria	GCA_900176485.1	93.80	73.35	congeneric	1
as_reported	GCA_003367245.1	Pontibacter	Bacteria	GCA_010015475.1	88.66	48.62	congeneric	1
no_self_strain	GCA_003367245.1	Pontibacter	Bacteria	GCA_010015475.1	88.66	48.62	congeneric	1
novel_species	GCA_003367245.1	Pontibacter	Bacteria	GCA_010015475.1	88.66	48.62	congeneric	1
as_reported	GCA_003385715.1	Pontivivens	Bacteria	GCA_900302495.1	100.00	99.92	same_species	1
no_self_strain	GCA_003385715.1	Pontivivens	Bacteria	GCA_900302495.1	100.00	99.92	same_species	1
as_reported	GCA_003576375.1	Pontibacter	Bacteria	GCA_000472485.1	81.28	6.27	congeneric	1
no_self_strain	GCA_003576375.1	Pontibacter	Bacteria	GCA_000472485.1	81.28	6.27	congeneric	1
novel_species	GCA_003576375.1	Pontibacter	Bacteria	GCA_000472485.1	81.28	6.27	congeneric	1
as_reported	GCA_003585765.1	Pontibacter	Bacteria	GCA_000472485.1	100.00	99.51	same_species	1
no_self_strain	GCA_003585765.1	Pontibacter	Bacteria	GCA_000472485.1	100.00	99.51	same_species	1
novel_species	GCA_003585765.1	Pontibacter	Bacteria	GCA_042678745.1	83.14	7.19	congeneric	1
as_reported	GCA_003666605.1	Propionibacterium	Bacteria	GCA_900637915.1	99.99	98.32	same_species	1
no_self_strain	GCA_003666605.1	Propionibacterium	Bacteria	GCA_900637915.1	99.99	98.32	same_species	1
novel_species	GCA_003666605.1	Propionibacterium	Bacteria	GCA_000426605.1	85.30	26.41	congeneric	1
as_reported	GCA_003667345.1	Poseidonibacter	Bacteria	GCA_001956695.1	84.51	26.35	congeneric	1
no_self_strain	GCA_003667345.1	Poseidonibacter	Bacteria	GCA_001956695.1	84.51	26.35	congeneric	1
novel_species	GCA_003667345.1	Poseidonibacter	Bacteria	GCA_001956695.1	84.51	26.35	congeneric	1
as_reported	GCA_004011865.1	Prescottella	Bacteria	GCA_046042765.1	91.13	69.57	congeneric	1
no_self_strain	GCA_004011865.1	Prescottella	Bacteria	GCA_046042765.1	91.13	69.57	congeneric	1
novel_species	GCA_004011865.1	Prescottella	Bacteria	GCA_046042765.1	91.13	69.57	congeneric	1
as_reported	GCA_004126535.1	Propioniciclava	Bacteria	GCA_011393335.1	81.96	6.87	congeneric	1
no_self_strain	GCA_004126535.1	Propioniciclava	Bacteria	GCA_011393335.1	81.96	6.87	congeneric	1
novel_species	GCA_004126535.1	Propioniciclava	Bacteria	GCA_011393335.1	81.96	6.87	congeneric	1
as_reported	GCA_004153685.1	Pusillimonas_C	Bacteria	GCA_013416515.1	100.00	100.00	same_species	1
no_self_strain	GCA_004153685.1	Pusillimonas_C	Bacteria	GCA_013416515.1	100.00	100.00	same_species	1
as_reported	GCA_004324755.1	Propioniciclava	Bacteria	GCA_011393335.1	81.68	5.54	congeneric	1
no_self_strain	GCA_004324755.1	Propioniciclava	Bacteria	GCA_011393335.1	81.68	5.54	congeneric	1
novel_species	GCA_004324755.1	Propioniciclava	Bacteria	GCA_011393335.1	81.68	5.54	congeneric	1
as_reported	GCA_004324765.1	Propioniciclava	Bacteria	GCA_900182665.1	99.99	99.71	same_species	1
no_self_strain	GCA_004324765.1	Propioniciclava	Bacteria	GCA_900182665.1	99.99	99.71	same_species	1
as_reported	GCA_004342065.1	Primorskyibacter	Bacteria	GCA_003313245.1	82.01	9.59	congeneric	1
no_self_strain	GCA_004342065.1	Primorskyibacter	Bacteria	GCA_003313245.1	82.01	9.59	congeneric	1
novel_species	GCA_004342065.1	Primorskyibacter	Bacteria	GCA_003313245.1	82.01	9.59	congeneric	1
as_reported	GCA_004342845.1	Bacteroides	Bacteria	GCA_007830715.1	89.25	42.92	congeneric	1
no_self_strain	GCA_004342845.1	Bacteroides	Bacteria	GCA_007830715.1	89.25	42.92	congeneric	1
novel_species	GCA_004342845.1	Bacteroides	Bacteria	GCA_007830715.1	89.25	42.92	congeneric	1
as_reported	GCA_004959795.1	Pragia	Bacteria	GCA_900112475.1	99.97	99.47	same_species	1
no_self_strain	GCA_004959795.1	Pragia	Bacteria	GCA_900112475.1	99.97	99.47	same_species	1
novel_species	GCA_004959795.1	Pragia	Bacteria	GCA_016649425.1	81.74	5.72	inter_genus	0
as_reported	GCA_005047595.1	Pontimicrobium	Bacteria	GCA_039954625.1	82.08	13.87	congeneric	1
no_self_strain	GCA_005047595.1	Pontimicrobium	Bacteria	GCA_039954625.1	82.08	13.87	congeneric	1
novel_species	GCA_005047595.1	Pontimicrobium	Bacteria	GCA_039954625.1	82.08	13.87	congeneric	1
as_reported	GCA_005144585.1	Polyangium	Bacteria	GCA_029946465.1	98.02	86.23	same_species	1
no_self_strain	GCA_005144585.1	Polyangium	Bacteria	GCA_029946465.1	98.02	86.23	same_species	1
novel_species	GCA_005144585.1	Polyangium	Bacteria	GCA_028369105.1	94.25	75.72	congeneric	1
as_reported	GCA_005144635.2	Polyangium	Bacteria	GCA_009649845.1	81.14	5.08	congeneric	1
no_self_strain	GCA_005144635.2	Polyangium	Bacteria	GCA_009649845.1	81.14	5.08	congeneric	1
novel_species	GCA_005144635.2	Polyangium	Bacteria	GCA_009649845.1	81.14	5.08	congeneric	1
as_reported	GCA_005146945.1	Prauserella_A	Bacteria	GCA_003202235.1	92.81	67.71	congeneric	1
no_self_strain	GCA_005146945.1	Prauserella_A	Bacteria	GCA_003202235.1	92.81	67.71	congeneric	1
novel_species	GCA_005146945.1	Prauserella_A	Bacteria	GCA_003202235.1	92.81	67.71	congeneric	1
as_reported	GCA_005434945.1	Prescottella	Bacteria	GCA_004011865.1	84.71	17.20	congeneric	1
no_self_strain	GCA_005434945.1	Prescottella	Bacteria	GCA_004011865.1	84.71	17.20	congeneric	1
novel_species	GCA_005434945.1	Prescottella	Bacteria	GCA_004011865.1	84.71	17.20	congeneric	1
as_reported	GCA_005885675.1	Polaribacter	Bacteria	GCA_017498485.1	84.32	16.43	congeneric	1
no_self_strain	GCA_005885675.1	Polaribacter	Bacteria	GCA_017498485.1	84.32	16.43	congeneric	1
novel_species	GCA_005885675.1	Polaribacter	Bacteria	GCA_017498485.1	84.32	16.43	congeneric	1
as_reported	GCA_006094495.1	Priestia	Bacteria	GCA_000832985.1	100.00	100.00	same_strain	1
no_self_strain	GCA_006094495.1	Priestia	Bacteria	GCA_017086525.1	100.00	99.96	same_species	1
novel_species	GCA_006094495.1	Priestia	Bacteria	GCA_000956595.1	95.21	76.26	congeneric	1
as_reported	GCA_006385705.1	Pontibacter	Bacteria	GCA_026241195.1	82.89	13.62	congeneric	1
no_self_strain	GCA_006385705.1	Pontibacter	Bacteria	GCA_026241195.1	82.89	13.62	congeneric	1
novel_species	GCA_006385705.1	Pontibacter	Bacteria	GCA_026241195.1	82.89	13.62	congeneric	1
as_reported	GCA_006716235.1	Propioniferax	Bacteria	GCA_039528915.1	99.99	99.24	same_species	1
no_self_strain	GCA_006716235.1	Propioniferax	Bacteria	GCA_039528915.1	99.99	99.24	same_species	1
as_reported	GCA_007829565.1	Prauserella	Bacteria	GCA_000719975.1	100.00	98.77	same_species	1
no_self_strain	GCA_007829565.1	Prauserella	Bacteria	GCA_000719975.1	100.00	98.77	same_species	1
novel_species	GCA_007829565.1	Prauserella	Bacteria	GCA_024171865.1	83.88	15.92	congeneric	1
as_reported	GCA_007859765.1	Posidoniimonas	Bacteria	GCA_007859935.1	83.12	11.61	congeneric	1
no_self_strain	GCA_007859765.1	Posidoniimonas	Bacteria	GCA_007859935.1	83.12	11.61	congeneric	1
novel_species	GCA_007859765.1	Posidoniimonas	Bacteria	GCA_007859935.1	83.12	11.61	congeneric	1
as_reported	GCA_007859935.1	Posidoniimonas	Bacteria	GCA_007859765.1	83.12	11.61	congeneric	1
no_self_strain	GCA_007859935.1	Posidoniimonas	Bacteria	GCA_007859765.1	83.12	11.61	congeneric	1
novel_species	GCA_007859935.1	Posidoniimonas	Bacteria	GCA_007859765.1	83.12	11.61	congeneric	1
as_reported	GCA_007993965.1	Prauserella_B	Bacteria	GCA_003202285.1	100.00	99.72	same_species	1
no_self_strain	GCA_007993965.1	Prauserella_B	Bacteria	GCA_003202285.1	100.00	99.72	same_species	1
novel_species	GCA_007993965.1	Prauserella_B	Bacteria	GCA_005146945.1	84.02	15.17	inter_genus	0
as_reported	GCA_007997115.1	Polaribacter	Bacteria	GCA_002954665.1	99.97	98.45	same_species	1
no_self_strain	GCA_007997115.1	Polaribacter	Bacteria	GCA_002954665.1	99.97	98.45	same_species	1
novel_species	GCA_007997115.1	Polaribacter	Bacteria	GCA_002943715.1	87.04	33.67	congeneric	1
as_reported	GCA_008016795.1	Prevotella	Bacteria	GCA_900607215.1	99.42	79.46	same_species	1
no_self_strain	GCA_008016795.1	Prevotella	Bacteria	GCA_900607215.1	99.42	79.46	same_species	1
novel_species	GCA_008016795.1	Prevotella	Bacteria	GCA_000160535.1	91.57	5.16	congeneric	1
as_reported	GCA_009208055.1	Poseidonibacter	Bacteria	GCA_001956695.1	86.29	31.16	congeneric	1
no_self_strain	GCA_009208055.1	Poseidonibacter	Bacteria	GCA_001956695.1	86.29	31.16	congeneric	1
novel_species	GCA_009208055.1	Poseidonibacter	Bacteria	GCA_001956695.1	86.29	31.16	congeneric	1
as_reported	GCA_009617855.1	Prolixibacter	Bacteria	GCA_003014495.1	100.00	99.17	same_species	1
no_self_strain	GCA_009617855.1	Prolixibacter	Bacteria	GCA_003014495.1	100.00	99.17	same_species	1
novel_species	GCA_009617855.1	Prolixibacter	Bacteria	GCA_009617915.1	85.60	35.35	congeneric	1
as_reported	GCA_009617915.1	Prolixibacter	Bacteria	GCA_000621705.1	100.00	99.31	same_species	1
no_self_strain	GCA_009617915.1	Prolixibacter	Bacteria	GCA_000621705.1	100.00	99.31	same_species	1
novel_species	GCA_009617915.1	Prolixibacter	Bacteria	GCA_009617855.1	85.60	35.35	congeneric	1
as_reported	GCA_009649845.1	Polyangium	Bacteria	GCA_028369105.1	88.00	35.91	congeneric	1
no_self_strain	GCA_009649845.1	Polyangium	Bacteria	GCA_028369105.1	88.00	35.91	congeneric	1
novel_species	GCA_009649845.1	Polyangium	Bacteria	GCA_028369105.1	88.00	35.91	congeneric	1
as_reported	GCA_009728485.1	Prevotella	Bacteria	GCA_000613325.1	92.50	58.30	congeneric	1
no_self_strain	GCA_009728485.1	Prevotella	Bacteria	GCA_000613325.1	92.50	58.30	congeneric	1
novel_species	GCA_009728485.1	Prevotella	Bacteria	GCA_000613325.1	92.50	58.30	congeneric	1
as_reported	GCA_009827455.1	Pontixanthobacter	Bacteria	GCA_030409775.1	100.00	100.00	same_species	1
no_self_strain	GCA_009827455.1	Pontixanthobacter	Bacteria	GCA_030409775.1	100.00	100.00	same_species	1
as_reported	GCA_009832745.1	Polaribacter	Bacteria	GCA_003129485.1	81.51	11.62	congeneric	1
no_self_strain	GCA_009832745.1	Polaribacter	Bacteria	GCA_003129485.1	81.51	11.62	congeneric	1
novel_species	GCA_009832745.1	Polaribacter	Bacteria	GCA_003129485.1	81.51	11.62	congeneric	1
as_reported	GCA_009931655.1	Pontibacter	Bacteria	GCA_039541895.1	83.12	17.88	congeneric	1
no_self_strain	GCA_009931655.1	Pontibacter	Bacteria	GCA_039541895.1	83.12	17.88	congeneric	1
novel_species	GCA_009931655.1	Pontibacter	Bacteria	GCA_039541895.1	83.12	17.88	congeneric	1
as_reported	GCA_010015475.1	Pontibacter	Bacteria	GCA_003367245.1	88.66	48.62	congeneric	1
no_self_strain	GCA_010015475.1	Pontibacter	Bacteria	GCA_003367245.1	88.66	48.62	congeneric	1
novel_species	GCA_010015475.1	Pontibacter	Bacteria	GCA_003367245.1	88.66	48.62	congeneric	1
as_reported	GCA_010092985.1	Pontibacter	Bacteria	GCA_016427525.1	89.72	59.61	congeneric	1
no_self_strain	GCA_010092985.1	Pontibacter	Bacteria	GCA_016427525.1	89.72	59.61	congeneric	1
novel_species	GCA_010092985.1	Pontibacter	Bacteria	GCA_016427525.1	89.72	59.61	congeneric	1
as_reported	GCA_010119545.1	Pontibacter	Bacteria	GCA_040278685.1	83.21	15.10	congeneric	1
no_self_strain	GCA_010119545.1	Pontibacter	Bacteria	GCA_040278685.1	83.21	15.10	congeneric	1
novel_species	GCA_010119545.1	Pontibacter	Bacteria	GCA_040278685.1	83.21	15.10	congeneric	1
as_reported	GCA_010686685.1	Pontibacter	Bacteria	GCA_010119545.1	81.85	9.11	congeneric	1
no_self_strain	GCA_010686685.1	Pontibacter	Bacteria	GCA_010119545.1	81.85	9.11	congeneric	1
novel_species	GCA_010686685.1	Pontibacter	Bacteria	GCA_010119545.1	81.85	9.11	congeneric	1
as_reported	GCA_011393335.1	Propioniciclava	Bacteria	GCA_004126535.1	81.96	6.87	congeneric	1
no_self_strain	GCA_011393335.1	Propioniciclava	Bacteria	GCA_004126535.1	81.96	6.87	congeneric	1
novel_species	GCA_011393335.1	Propioniciclava	Bacteria	GCA_004126535.1	81.96	6.87	congeneric	1
as_reported	GCA_013004695.1	Promicromonospora	Bacteria	GCA_042660925.1	99.98	96.14	same_species	1
no_self_strain	GCA_013004695.1	Promicromonospora	Bacteria	GCA_042660925.1	99.98	96.14	same_species	1
novel_species	GCA_013004695.1	Promicromonospora	Bacteria	GCA_024171955.1	88.02	40.52	congeneric	1
as_reported	GCA_013283835.1	Poseidonibacter	Bacteria	GCA_001878855.1	99.99	97.79	same_species	1
no_self_strain	GCA_013283835.1	Poseidonibacter	Bacteria	GCA_001878855.1	99.99	97.79	same_species	1
novel_species	GCA_013283835.1	Poseidonibacter	Bacteria	GCA_001956695.1	82.44	8.55	congeneric	1
as_reported	GCA_013307205.1	Polynucleobacter	Bacteria	GCA_965138595.1	99.99	99.36	same_species	1
no_self_strain	GCA_013307205.1	Polynucleobacter	Bacteria	GCA_965138595.1	99.99	99.36	same_species	1
novel_species	GCA_013307205.1	Polynucleobacter	Bacteria	GCA_002206635.1	83.37	24.83	congeneric	1
as_reported	GCA_013307225.1	Polynucleobacter	Bacteria	GCA_018687955.1	82.41	9.71	congeneric	1
no_self_strain	GCA_013307225.1	Polynucleobacter	Bacteria	GCA_018687955.1	82.41	9.71	congeneric	1
novel_species	GCA_013307225.1	Polynucleobacter	Bacteria	GCA_018687955.1	82.41	9.71	congeneric	1
as_reported	GCA_013307245.1	Polynucleobacter	Bacteria	GCA_965138695.1	100.00	99.76	same_species	1
no_self_strain	GCA_013307245.1	Polynucleobacter	Bacteria	GCA_965138695.1	100.00	99.76	same_species	1
novel_species	GCA_013307245.1	Polynucleobacter	Bacteria	GCA_013307205.1	82.08	5.15	congeneric	1
as_reported	GCA_013416515.1	Pusillimonas_C	Bacteria	GCA_004153685.1	100.00	100.00	same_species	1
no_self_strain	GCA_013416515.1	Pusillimonas_C	Bacteria	GCA_004153685.1	100.00	100.00	same_species	1
as_reported	GCA_014137995.1	Promicromonospora	Bacteria	GCA_039533265.1	99.99	99.30	same_species	1
no_self_strain	GCA_014137995.1	Promicromonospora	Bacteria	GCA_039533265.1	99.99	99.30	same_species	1
novel_species	GCA_014137995.1	Promicromonospora	Bacteria	GCA_000515355.1	90.09	37.33	congeneric	1
as_reported	GCA_014191605.1	Prauserella	Bacteria	GCA_024171865.1	92.50	65.63	congeneric	1
no_self_strain	GCA_014191605.1	Prauserella	Bacteria	GCA_024171865.1	92.50	65.63	congeneric	1
novel_species	GCA_014191605.1	Prauserella	Bacteria	GCA_024171865.1	92.50	65.63	congeneric	1
as_reported	GCA_014195435.1	Prauserella	Bacteria	GCA_024648885.1	99.32	90.11	same_species	1
no_self_strain	GCA_014195435.1	Prauserella	Bacteria	GCA_024648885.1	99.32	90.11	same_species	1
novel_species	GCA_014195435.1	Prauserella	Bacteria	GCA_024171735.1	90.72	61.72	congeneric	1
as_reported	GCA_014203045.1	Prosthecobacter	Bacteria	GCA_039542385.1	86.18	28.80	congeneric	1
no_self_strain	GCA_014203045.1	Prosthecobacter	Bacteria	GCA_039542385.1	86.18	28.80	congeneric	1
novel_species	GCA_014203045.1	Prosthecobacter	Bacteria	GCA_039542385.1	86.18	28.80	congeneric	1
as_reported	GCA_014203095.1	Prosthecobacter	Bacteria	GCA_042655725.1	85.96	25.07	congeneric	1
no_self_strain	GCA_014203095.1	Prosthecobacter	Bacteria	GCA_042655725.1	85.96	25.07	congeneric	1
novel_species	GCA_014203095.1	Prosthecobacter	Bacteria	GCA_042655725.1	85.96	25.07	congeneric	1
as_reported	GCA_014205635.1	Sandarakinorhabdus	Bacteria	GCA_014647295.1	99.84	96.22	same_species	1
no_self_strain	GCA_014205635.1	Sandarakinorhabdus	Bacteria	GCA_014647295.1	99.84	96.22	same_species	1
as_reported	GCA_014206885.1	Porphyromonas	Bacteria	GCA_900167105.1	99.96	99.61	same_species	1
no_self_strain	GCA_014206885.1	Porphyromonas	Bacteria	GCA_900167105.1	99.96	99.61	same_species	1
novel_species	GCA_014206885.1	Porphyromonas	Bacteria	GCA_000614585.1	83.35	10.50	congeneric	1
as_reported	GCA_014235845.1	Pontivivens	Bacteria	GCA_900231835.1	80.28	5.63	congeneric	1
no_self_strain	GCA_014235845.1	Pontivivens	Bacteria	GCA_900231835.1	80.28	5.63	congeneric	1
novel_species	GCA_014235845.1	Pontivivens	Bacteria	GCA_900231835.1	80.28	5.63	congeneric	1
